"DWV","DW","round","Category","Dogs.with.collars","Dogs.without.collars","month_vax","year_vax","Dogs_vax"
"morogorourban_mazimbu_magorofani","morogorourban_mazimbu",5,"Urban",0,0,83,2016,36
"morogorourban_mazimbu_malipula","morogorourban_mazimbu",4,"Urban",2,1,NA,NA,NA
"morogorourban_mazimbu_mazimbudarajani","morogorourban_mazimbu",4,"Urban",7,2,NA,NA,NA
"morogorourban_mazimbu_mazimbudarajani","morogorourban_mazimbu",5,"Urban",6,2,83,2016,17
"morogorourban_mazimbu_mbuyuni","morogorourban_mazimbu",4,"Urban",11,7,NA,NA,NA
"morogorourban_mazimbu_mbuyuni","morogorourban_mazimbu",5,"Urban",0,0,83,2016,24
"morogorourban_mazimbu_msikitini","morogorourban_mazimbu",4,"Urban",2,1,NA,NA,NA
"morogorourban_mazimbu_mwande","morogorourban_mazimbu",4,"Urban",5,3,NA,NA,NA
"morogorourban_mazimbu_mwande","morogorourban_mazimbu",5,"Urban",1,2,83,2016,15
"morogorourban_mazimbu_mwembeni","morogorourban_mazimbu",4,"Urban",5,2,NA,NA,NA
"morogorourban_mazimbu_ngerengere","morogorourban_mazimbu",4,"Urban",1,1,NA,NA,NA
"morogorourban_mazimbu_nguzo","morogorourban_mazimbu",5,"Urban",2,1,83,2016,14
"morogorourban_mazimbu_tupendane","morogorourban_mazimbu",4,"Urban",2,1,NA,NA,NA
"morogorourban_mazimbu_usalama","morogorourban_mazimbu",5,"Urban",0,3,83,2016,145
"morogorourban_mazimbu_visegese","morogorourban_mazimbu",4,"Urban",7,0,NA,NA,NA
"morogorourban_mazimbu_visegese","morogorourban_mazimbu",5,"Urban",16,9,83,2016,22
"morogorourban_mbuyuni_bambalawe","morogorourban_mbuyuni",5,"Urban",0,1,83,2016,11
"morogorourban_mbuyuni_kididimo","morogorourban_mbuyuni",4,"Urban",4,2,NA,NA,NA
"morogorourban_mbuyuni_kididimo","morogorourban_mbuyuni",5,"Urban",0,2,83,2016,36
"morogorourban_mbuyuni_magadu","morogorourban_mbuyuni",4,"Urban",9,3,60,2014,486
"morogorourban_mbuyuni_magurumbasi","morogorourban_mbuyuni",4,"Urban",1,0,NA,NA,NA
"morogorourban_mbuyuni_magurumbasi","morogorourban_mbuyuni",5,"Urban",3,2,83,2016,28
"morogorourban_mbuyuni_mgambazi","morogorourban_mbuyuni",4,"Urban",4,4,NA,NA,NA
"morogorourban_mbuyuni_mgonahazeru","morogorourban_mbuyuni",4,"Urban",3,2,NA,NA,NA
"morogorourban_mbuyuni_mgonahazeru","morogorourban_mbuyuni",5,"Urban",4,1,NA,NA,NA
"morogorourban_mbuyuni_mkoya","morogorourban_mbuyuni",4,"Urban",3,0,NA,NA,NA
"morogorourban_mbuyuni_mtonia","morogorourban_mbuyuni",4,"Urban",0,0,NA,NA,NA
"morogorourban_mbuyuni_mtonia","morogorourban_mbuyuni",5,"Urban",0,0,83,2016,14
"morogorourban_mbuyuni_mtonib","morogorourban_mbuyuni",5,"Urban",1,2,NA,NA,NA
"morogorourban_mbuyuni_tibaroad","morogorourban_mbuyuni",4,"Urban",5,0,NA,NA,NA
"morogorourban_mbuyuni_tibaroad","morogorourban_mbuyuni",5,"Urban",0,2,NA,NA,NA
"morogorourban_mjimkuu_boma","morogorourban_mjimkuu",5,"Urban",5,4,83,2016,27
"morogorourban_mjimkuu_karumea","morogorourban_mjimkuu",5,"Urban",0,0,83,2016,5
"morogorourban_mjimkuu_karumeb","morogorourban_mjimkuu",4,"Urban",0,0,NA,NA,NA
"morogorourban_mjimkuu_mlapakolo","morogorourban_mjimkuu",4,"Urban",0,0,NA,NA,NA
"morogorourban_mjimkuu_short","morogorourban_mjimkuu",4,"Urban",0,1,NA,NA,NA
"morogorourban_mjimkuu_uhuru","morogorourban_mjimkuu",4,"Urban",0,0,NA,NA,NA
"morogorourban_mjimpya_fumilwaa","morogorourban_mjimpya",4,"Urban",0,0,NA,NA,NA
"morogorourban_mjimpya_fumilwac","morogorourban_mjimpya",4,"Urban",1,0,NA,NA,NA
"morogorourban_mjimpya_makaburia","morogorourban_mjimpya",4,"Urban",0,0,NA,NA,NA
"morogorourban_mjimpya_ngomaa","morogorourban_mjimpya",5,"Urban",0,0,83,2016,9
"morogorourban_mjimpya_ngomab","morogorourban_mjimpya",4,"Urban",0,0,NA,NA,NA
"morogorourban_mjimpya_ngomab","morogorourban_mjimpya",5,"Urban",0,0,NA,NA,NA
"morogorourban_mjimpya_simua","morogorourban_mjimpya",4,"Urban",0,2,NA,NA,NA
"morogorourban_mjimpya_simuc","morogorourban_mjimpya",4,"Urban",1,0,NA,NA,NA
"morogorourban_mlimani_choma","morogorourban_mlimani",4,"Urban",12,1,NA,NA,NA
"morogorourban_mlimani_kikundi","morogorourban_mlimani",4,"Urban",0,0,NA,NA,NA
"morogorourban_mlimani_kireka","morogorourban_mlimani",5,"Urban",0,0,83,2016,10
"morogorourban_mlimani_liti","morogorourban_mlimani",4,"Urban",9,3,60,2014,428
"morogorourban_mlimani_liti","morogorourban_mlimani",5,"Urban",0,0,83,2016,53
"morogorourban_mlimani_mbete","morogorourban_mlimani",4,"Urban",8,2,60,2014,180
"morogorourban_mlimani_mbete","morogorourban_mlimani",5,"Urban",4,2,83,2016,13
"morogorourban_mlimani_nyandira","morogorourban_mlimani",4,"Urban",4,2,NA,NA,NA
"morogorourban_mlimani_nyandira","morogorourban_mlimani",5,"Urban",3,1,83,2016,28
"morogorourban_mlimani_ruvuma","morogorourban_mlimani",4,"Urban",7,3,NA,NA,NA
"morogorourban_mlimani_tulo","morogorourban_mlimani",4,"Urban",2,1,NA,NA,NA
"morogorourban_mlimani_visegese","morogorourban_mlimani",5,"Urban",3,0,83,2016,26
"morogorourban_mwembesongo_genda","morogorourban_mwembesongo",4,"Urban",0,0,NA,NA,NA
"morogorourban_mwembesongo_kihondambuyuni","morogorourban_mwembesongo",4,"Urban",8,0,NA,NA,NA
"morogorourban_mwembesongo_mafisa","morogorourban_mwembesongo",4,"Urban",12,6,60,2014,859
"morogorourban_mwembesongo_magodoro","morogorourban_mwembesongo",4,"Urban",0,0,NA,NA,NA
"morogorourban_mwembesongo_mfunguakinywa","morogorourban_mwembesongo",4,"Urban",0,0,NA,NA,NA
"morogorourban_mwembesongo_mkwajuni","morogorourban_mwembesongo",5,"Urban",0,0,83,2016,59
"morogorourban_mwembesongo_mtawala","morogorourban_mwembesongo",4,"Urban",1,0,NA,NA,NA
"morogorourban_mwembesongo_mtawala","morogorourban_mwembesongo",5,"Urban",0,0,NA,NA,NA
"morogorourban_mwembesongo_mwembesongo","morogorourban_mwembesongo",4,"Urban",0,0,60,2014,244
"morogorourban_mwembesongo_mwigole","morogorourban_mwembesongo",4,"Urban",0,0,NA,NA,NA
"morogorourban_mwembesongo_saadan","morogorourban_mwembesongo",4,"Urban",0,0,NA,NA,NA
"morogorourban_mwembesongo_sume","morogorourban_mwembesongo",4,"Urban",0,0,NA,NA,NA
"morogorourban_mzinga_kauzeni","morogorourban_mzinga",4,"Urban",0,0,60,2014,42
"morogorourban_mzinga_kivaza","morogorourban_mzinga",4,"Urban",2,1,NA,NA,NA
"morogorourban_mzinga_kivaza","morogorourban_mzinga",5,"Urban",0,1,83,2016,34
"morogorourban_mzinga_kongab","morogorourban_mzinga",4,"Urban",4,1,NA,NA,NA
"morogorourban_mzinga_kongab","morogorourban_mzinga",5,"Urban",0,1,83,2016,32
"morogorourban_mzinga_mambani","morogorourban_mzinga",5,"Urban",4,1,83,2016,7
"morogorourban_mzinga_mfine","morogorourban_mzinga",4,"Urban",0,0,NA,NA,NA
"morogorourban_mzinga_minazini","morogorourban_mzinga",4,"Urban",5,1,60,2014,37
"morogorourban_mzinga_minazini","morogorourban_mzinga",5,"Urban",2,1,83,2016,33
"morogorourban_mzinga_misasa","morogorourban_mzinga",4,"Urban",1,2,NA,NA,NA
"morogorourban_mzinga_mundu","morogorourban_mzinga",4,"Urban",1,2,NA,NA,NA
"morogorourban_mzinga_mundu","morogorourban_mzinga",5,"Urban",5,0,83,2016,77
"morogorourban_mzinga_nyambutwa","morogorourban_mzinga",4,"Urban",7,2,NA,NA,NA
"morogorourban_mzinga_nyambutwa","morogorourban_mzinga",5,"Urban",3,0,83,2016,24
"morogorourban_mzinga_tindigo","morogorourban_mzinga",5,"Urban",2,1,83,2016,32
"morogorourban_mzinga_viswayu","morogorourban_mzinga",4,"Urban",12,1,NA,NA,NA
"morogorourban_mzinga_viswayu","morogorourban_mzinga",5,"Urban",0,0,83,2016,29
"morogorourban_sabasaba_betero","morogorourban_sabasaba",4,"Urban",0,0,NA,NA,NA
"morogorourban_sabasaba_kikundi","morogorourban_sabasaba",4,"Urban",0,0,NA,NA,NA
"morogorourban_sabasaba_kingo","morogorourban_sabasaba",4,"Urban",0,0,NA,NA,NA
"morogorourban_sabasaba_kingo","morogorourban_sabasaba",5,"Urban",3,4,83,2016,35
"morogorourban_sabasaba_konga","morogorourban_sabasaba",4,"Urban",0,1,NA,NA,NA
"morogorourban_sabasaba_konga","morogorourban_sabasaba",5,"Urban",0,0,NA,NA,NA
"morogorourban_sabasaba_mindu","morogorourban_sabasaba",4,"Urban",1,2,NA,NA,NA
"morogorourban_sabasaba_ngotoa","morogorourban_sabasaba",4,"Urban",0,0,60,2014,88
"morogorourban_sabasaba_ngotob","morogorourban_sabasaba",4,"Urban",0,0,NA,NA,NA
"morogorourban_sultanarea_kota","morogorourban_sultanarea",4,"Urban",1,0,NA,NA,NA
"morogorourban_sultanarea_shule","morogorourban_sultanarea",4,"Urban",2,0,60,2014,46
"morogorourban_sultanarea_shule","morogorourban_sultanarea",5,"Urban",3,0,NA,NA,NA
"morogorourban_sultanarea_ukwere","morogorourban_sultanarea",4,"Urban",0,0,NA,NA,NA
"morogorourban_sultanarea_uluguru","morogorourban_sultanarea",4,"Urban",0,0,NA,NA,NA
"morogorourban_sultanarea_uluguru","morogorourban_sultanarea",5,"Urban",0,2,NA,NA,NA
"morogorourban_uwanjawataifa_kidugalo","morogorourban_uwanjawataifa",4,"Urban",2,1,NA,NA,NA
"morogorourban_uwanjawataifa_kiswanyaa","morogorourban_uwanjawataifa",4,"Urban",0,2,NA,NA,NA
"morogorourban_uwanjawataifa_kiswanyaa","morogorourban_uwanjawataifa",5,"Urban",0,0,83,2016,8
"morogorourban_uwanjawataifa_kiswanyab","morogorourban_uwanjawataifa",4,"Urban",0,1,NA,NA,NA
"morogorourban_uwanjawataifa_ukutu","morogorourban_uwanjawataifa",4,"Urban",1,0,NA,NA,NA
"morogorourban_uwanjawataifa_unguub","morogorourban_uwanjawataifa",4,"Urban",1,0,NA,NA,NA
"mtwararural_chawi_arusha","mtwararural_chawi",3,"Rural",2,4,54,2014,4
"mtwararural_chawi_arusha","mtwararural_chawi",4,"Rural",3,0,68,2015,4
"mtwararural_chawi_chawi","mtwararural_chawi",3,"Rural",0,2,54,2014,2
"mtwararural_chawi_chawi","mtwararural_chawi",4,"Rural",4,1,NA,NA,NA
"mtwararural_chawi_chawi","mtwararural_chawi",5,"Rural",0,0,NA,NA,NA
"mtwararural_chawi_mkomo","mtwararural_chawi",3,"Rural",2,3,54,2014,3
"mtwararural_chawi_navikole","mtwararural_chawi",3,"Rural",0,2,54,2014,2
"mtwararural_chawi_ngonja","mtwararural_chawi",3,"Rural",2,3,54,2014,7
"mtwararural_chawi_ngorongoro","mtwararural_chawi",3,"Rural",2,1,54,2014,3
"mtwararural_dihimba_dihimba","mtwararural_dihimba",5,"Rural",1,0,83,2016,10
"mtwararural_dihimba_manamawa","mtwararural_dihimba",5,"Rural",6,0,83,2016,8
"mtwararural_dihimba_mpondomo","mtwararural_dihimba",5,"Rural",0,0,NA,NA,NA
"mtwararural_dihimba_namanjele","mtwararural_dihimba",5,"Rural",1,0,83,2016,1
"mtwararural_dihimba_njumbuli","mtwararural_dihimba",5,"Rural",6,1,83,2016,11
"mtwararural_kiromba_kiromba","mtwararural_kiromba",3,"Rural",3,1,54,2014,10
"mtwararural_kiromba_mikumbi","mtwararural_kiromba",3,"Rural",0,0,NA,NA,NA
"mtwararural_kiromba_misufini","mtwararural_kiromba",3,"Rural",0,0,54,2014,2
"mtwararural_kiromba_nachuma","mtwararural_kiromba",3,"Rural",0,0,NA,NA,NA
"mtwararural_kiromba_nachuma","mtwararural_kiromba",5,"Rural",1,0,83,2016,1
"mtwararural_kitaya_dindwa","mtwararural_kitaya",3,"Rural",0,1,NA,NA,NA
"mtwararural_kitaya_dindwa","mtwararural_kitaya",4,"Rural",0,0,NA,NA,NA
"mtwararural_kitaya_kihamba","mtwararural_kitaya",3,"Rural",0,6,54,2014,6
"mtwararural_kitaya_kihamba","mtwararural_kitaya",4,"Rural",0,1,NA,NA,NA
"mtwararural_kitaya_kitaya","mtwararural_kitaya",3,"Rural",7,2,54,2014,9
"mtwararural_kitaya_kitaya","mtwararural_kitaya",4,"Rural",2,0,68,2015,8
"mtwararural_kitaya_kitaya","mtwararural_kitaya",5,"Rural",0,0,83,2016,5
"mtwararural_kitaya_mayembechini","mtwararural_kitaya",3,"Rural",0,4,NA,NA,NA
"mtwararural_kitaya_mayembejuu","mtwararural_kitaya",3,"Rural",5,2,54,2014,15
"mtwararural_kitaya_mchanje","mtwararural_kitaya",3,"Rural",3,1,54,2014,3
"mtwararural_kitere_chekeleni","mtwararural_kitere",3,"Rural",2,5,54,2014,5
"mtwararural_kitere_chemchem","mtwararural_kitere",3,"Rural",0,1,54,2014,11
"mtwararural_kitere_chemchem","mtwararural_kitere",4,"Rural",5,6,68,2015,5
"mtwararural_kitere_lilido","mtwararural_kitere",3,"Rural",1,0,54,2014,14
"mtwararural_kitere_lilido","mtwararural_kitere",4,"Rural",3,0,68,2015,4
"mtwararural_kitere_mkonye","mtwararural_kitere",3,"Rural",0,2,54,2014,2
"mtwararural_kitere_nakada","mtwararural_kitere",3,"Rural",3,3,54,2014,7
"mtwararural_kitere_nakada","mtwararural_kitere",4,"Rural",0,0,68,2015,10
"mtwararural_kitere_nakada","mtwararural_kitere",5,"Rural",3,0,83,2016,3
"mtwararural_kitere_namuhi","mtwararural_kitere",3,"Rural",8,15,54,2014,16
"mtwararural_kitere_namuhi","mtwararural_kitere",4,"Rural",5,2,68,2015,5
"mtwararural_kiyanga_mkahara","mtwararural_kiyanga",3,"Rural",0,0,54,2014,2
"mtwararural_kiyanga_mnongodi","mtwararural_kiyanga",3,"Rural",1,2,NA,NA,NA
"mtwararural_kiyanga_mpanyani","mtwararural_kiyanga",3,"Rural",0,0,NA,NA,NA
"mtwararural_libobe_libobea","mtwararural_libobe",4,"Rural",5,0,NA,NA,NA
"mtwararural_libobe_libobea","mtwararural_libobe",5,"Rural",3,3,83,2016,7
"mtwararural_libobe_libobeb","mtwararural_libobe",3,"Rural",0,1,54,2014,5
"mtwararural_libobe_libobeb","mtwararural_libobe",4,"Rural",9,6,68,2015,14
"mtwararural_libobe_mingwena","mtwararural_libobe",3,"Rural",2,4,54,2014,1
"mtwararural_libobe_mingwena","mtwararural_libobe",4,"Rural",5,0,68,2015,2
"mtwararural_libobe_unguja","mtwararural_libobe",3,"Rural",1,5,54,2014,8
"mtwararural_libobe_unguja","mtwararural_libobe",4,"Rural",0,0,NA,NA,NA
"mtwararural_madimba_litembe","mtwararural_madimba",3,"Rural",1,3,54,2014,4
"mtwararural_madimba_litembe","mtwararural_madimba",5,"Rural",1,0,83,2016,6
"mtwararural_madimba_madimba","mtwararural_madimba",5,"Rural",0,0,83,2016,3
"mtwararural_madimba_mitambo","mtwararural_madimba",5,"Rural",0,0,83,2016,3
"mtwararural_madimba_mngoji","mtwararural_madimba",5,"Rural",0,0,83,2016,4
"mtwararural_madimba_msimbati","mtwararural_madimba",4,"Rural",0,0,68,2015,2
"mtwararural_madimba_msimbati","mtwararural_madimba",5,"Rural",0,0,83,2016,4
"mtwararural_madimba_mtandi","mtwararural_madimba",4,"Rural",0,0,68,2015,1
"mtwararural_madimba_mtandi","mtwararural_madimba",5,"Rural",0,0,83,2016,2
"mtwararural_madimba_mtendachi","mtwararural_madimba",3,"Rural",0,0,54,2014,1
"mtwararural_madimba_mtendachi","mtwararural_madimba",5,"Rural",0,0,83,2016,13
"mtwararural_mahurunga_kihimika","mtwararural_mahurunga",3,"Rural",5,4,54,2014,12
"mtwararural_mahurunga_kihimika","mtwararural_mahurunga",4,"Rural",0,3,68,2015,1
"mtwararural_mahurunga_kihimika","mtwararural_mahurunga",5,"Rural",3,1,83,2016,7
"mtwararural_mahurunga_kilombero","mtwararural_mahurunga",3,"Rural",2,5,54,2014,7
"mtwararural_mahurunga_kilombero","mtwararural_mahurunga",4,"Rural",5,0,68,2015,7
"mtwararural_mahurunga_kilombero","mtwararural_mahurunga",5,"Rural",0,0,NA,NA,NA
"mtwararural_mahurunga_kitunguli","mtwararural_mahurunga",3,"Rural",1,2,54,2014,6
"mtwararural_mahurunga_kitunguli","mtwararural_mahurunga",4,"Rural",2,2,68,2015,4
"mtwararural_mahurunga_kitunguli","mtwararural_mahurunga",5,"Rural",0,0,83,2016,7
"mtwararural_mahurunga_kivava","mtwararural_mahurunga",3,"Rural",6,1,54,2014,9
"mtwararural_mahurunga_kivava","mtwararural_mahurunga",4,"Rural",3,0,68,2015,6
"mtwararural_mahurunga_kivava","mtwararural_mahurunga",5,"Rural",0,0,83,2016,13
"mtwararural_mahurunga_mahurunga","mtwararural_mahurunga",3,"Rural",9,3,54,2014,14
"mtwararural_mahurunga_mahurunga","mtwararural_mahurunga",4,"Rural",7,1,68,2015,11
"mtwararural_mahurunga_mahurunga","mtwararural_mahurunga",5,"Rural",3,0,83,2016,17
"mtwararural_mayanga_hiyari","mtwararural_mayanga",5,"Rural",0,0,NA,NA,NA
"mtwararural_mayanga_kawawa","mtwararural_mayanga",5,"Rural",0,0,NA,NA,NA
"mtwararural_mayanga_likonde","mtwararural_mayanga",5,"Rural",9,3,83,2016,36
"mtwararural_mayanga_mkunwa","mtwararural_mayanga",5,"Rural",2,1,83,2016,8
"mtwararural_mayanga_msijute","mtwararural_mayanga",3,"Rural",0,1,54,2014,8
"mtwararural_mayanga_msijute","mtwararural_mayanga",5,"Rural",4,2,83,2016,20
"mtwararural_mayanga_nanyati","mtwararural_mayanga",5,"Rural",1,0,83,2016,3
"mtwararural_mbawala_mailikumi","mtwararural_mbawala",5,"Rural",4,2,83,2016,16
"mtwararural_mbawala_makome","mtwararural_mbawala",4,"Rural",3,0,68,2015,20
"mtwararural_mbawala_makome","mtwararural_mbawala",5,"Rural",4,1,83,2016,30
"mtwararural_mbawala_mbawala","mtwararural_mbawala",4,"Rural",2,0,68,2015,6
"mtwararural_mbawala_mbawala","mtwararural_mbawala",5,"Rural",0,2,83,2016,3
"mtwararural_mbawala_mduwi","mtwararural_mbawala",5,"Rural",0,1,83,2016,3
"mtwararural_mbawala_mihembe","mtwararural_mbawala",5,"Rural",2,1,83,2016,9
"mtwararural_mbawala_mwindi","mtwararural_mbawala",4,"Rural",1,2,NA,NA,NA
"mtwararural_mbawala_mwindi","mtwararural_mbawala",5,"Rural",4,2,83,2016,11
"mtwararural_mbawala_nachenjele","mtwararural_mbawala",5,"Rural",3,1,83,2016,11
"mtwararural_mbembaleo_mbembaleo","mtwararural_mbembaleo",3,"Rural",14,3,54,2014,7
"mtwararural_mbembaleo_mbembaleo","mtwararural_mbembaleo",4,"Rural",0,0,68,2015,6
"mtwararural_mbembaleo_mwamko","mtwararural_mbembaleo",3,"Rural",2,1,54,2014,4
"mtwararural_mbembaleo_mwamko","mtwararural_mbembaleo",4,"Rural",6,0,68,2015,2
"mtwararural_mbembaleo_mwamko","mtwararural_mbembaleo",5,"Rural",0,0,NA,NA,NA
"mtwararural_mbembaleo_mwanganga","mtwararural_mbembaleo",3,"Rural",4,6,54,2014,7
"mtwararural_mbembaleo_mwanganga","mtwararural_mbembaleo",4,"Rural",9,0,68,2015,10
"mtwararural_milangominne_milangominne","mtwararural_milangominne",3,"Rural",1,0,54,2014,1
"mtwararural_milangominne_mkumbwanana","mtwararural_milangominne",3,"Rural",3,4,54,2014,6
"mtwararural_milangominne_mnyawibarabarani","mtwararural_milangominne",3,"Rural",1,3,54,2014,4
"mtwararural_milangominne_mnyawisokonii","mtwararural_milangominne",3,"Rural",0,0,NA,NA,NA
"mtwararural_mnima_lipwidi","mtwararural_mnima",4,"Rural",10,2,68,2015,24
"mtwararural_mnima_mangopachanne","mtwararural_mnima",3,"Rural",0,2,54,2014,5
"mtwararural_mnima_mangopachanne","mtwararural_mnima",4,"Rural",10,5,68,2015,16
"mtwararural_mnima_mnima","mtwararural_mnima",5,"Rural",0,0,83,2016,8
"mtwararural_mnima_mtama","mtwararural_mnima",3,"Rural",2,4,54,2014,4
"mtwararural_mnima_mtama","mtwararural_mnima",4,"Rural",5,1,68,2015,9
"mtwararural_mnima_namahukula","mtwararural_mnima",3,"Rural",0,5,54,2014,10
"mtwararural_mnima_namahukula","mtwararural_mnima",4,"Rural",7,2,68,2015,21
"mtwararural_mnima_namahukula","mtwararural_mnima",5,"Rural",3,1,83,2016,9
"mtwararural_mnima_namambi","mtwararural_mnima",4,"Rural",0,0,NA,NA,NA
"mtwararural_mpapura_mpapura","mtwararural_mpapura",3,"Rural",2,4,54,2014,11
"mtwararural_mpapura_nanyani","mtwararural_mpapura",3,"Rural",0,0,54,2014,1
"mtwararural_mpapura_utende","mtwararural_mpapura",4,"Rural",14,5,68,2015,19
"mtwararural_mpapura_utende","mtwararural_mpapura",5,"Rural",0,0,83,2016,21
"mtwararural_msangamkuu_mkubiru","mtwararural_msangamkuu",4,"Rural",0,0,NA,NA,NA
"mtwararural_msangamkuu_mkubiru","mtwararural_msangamkuu",5,"Rural",0,0,83,2016,1
"mtwararural_msangamkuu_mnete","mtwararural_msangamkuu",4,"Rural",2,0,68,2015,2
"mtwararural_msangamkuu_mnete","mtwararural_msangamkuu",5,"Rural",0,0,NA,NA,NA
"mtwararural_msangamkuu_msangamkuu","mtwararural_msangamkuu",4,"Rural",1,1,68,2015,3
"mtwararural_msangamkuu_msangamkuu","mtwararural_msangamkuu",5,"Rural",0,0,NA,NA,NA
"mtwararural_msangamkuu_nalingu","mtwararural_msangamkuu",3,"Rural",0,0,NA,NA,NA
"mtwararural_msangamkuu_nalingu","mtwararural_msangamkuu",5,"Rural",0,0,NA,NA,NA
"mtwararural_msangamkuu_namela","mtwararural_msangamkuu",4,"Rural",0,2,68,2015,6
"mtwararural_msangamkuu_sinde","mtwararural_msangamkuu",4,"Rural",0,0,68,2015,3
"mtwararural_msangamkuu_sinde","mtwararural_msangamkuu",5,"Rural",0,0,NA,NA,NA
"mtwararural_mtimbwilimbwi_mbambakofi","mtwararural_mtimbwilimbwi",4,"Rural",5,0,68,2015,3
"mtwararural_mtimbwilimbwi_mtimbwilimbwi","mtwararural_mtimbwilimbwi",3,"Rural",0,2,NA,NA,NA
"mtwararural_mtimbwilimbwi_mtimbwilimbwi","mtwararural_mtimbwilimbwi",4,"Rural",6,0,68,2015,4
"mtwararural_mtimbwilimbwi_mtopwa","mtwararural_mtimbwilimbwi",4,"Rural",2,0,68,2015,2
"mtwararural_mtimbwilimbwi_namisangi","mtwararural_mtimbwilimbwi",4,"Rural",1,1,NA,NA,NA
"mtwararural_mtimbwilimbwi_nanjedya","mtwararural_mtimbwilimbwi",3,"Rural",2,4,54,2014,7
"mtwararural_mtimbwilimbwi_nanjedya","mtwararural_mtimbwilimbwi",4,"Rural",8,0,68,2015,7
"mtwararural_mtimbwilimbwi_shaba","mtwararural_mtimbwilimbwi",3,"Rural",1,8,54,2014,13
"mtwararural_mtimbwilimbwi_shaba","mtwararural_mtimbwilimbwi",4,"Rural",8,0,68,2015,23
"mtwararural_mtiniko_malamba","mtwararural_mtiniko",3,"Rural",3,7,54,2014,12
"mtwararural_mtiniko_malamba","mtwararural_mtiniko",5,"Rural",0,0,83,2016,7
"mtwararural_mtiniko_mtiniko","mtwararural_mtiniko",3,"Rural",0,0,NA,NA,NA
"mtwararural_mtiniko_tulia","mtwararural_mtiniko",3,"Rural",2,2,54,2014,4
"mtwararural_muungano_lyowa","mtwararural_muungano",3,"Rural",0,2,54,2014,2
"mtwararural_muungano_lyowa","mtwararural_muungano",5,"Rural",4,0,83,2016,6
"mtwararural_muungano_mkwajuni","mtwararural_muungano",5,"Rural",0,0,NA,NA,NA
"mtwararural_muungano_mkwajunichini","mtwararural_muungano",5,"Rural",0,0,NA,NA,NA
"mtwararural_muungano_mwembetogwa","mtwararural_muungano",5,"Rural",0,0,83,2016,1
"mtwararural_namtumbuka_kilimahewa","mtwararural_namtumbuka",3,"Rural",6,10,54,2014,17
"mtwararural_namtumbuka_kiwengulo","mtwararural_namtumbuka",3,"Rural",2,2,54,2014,14
"mtwararural_namtumbuka_namtumbukashuleni","mtwararural_namtumbuka",3,"Rural",3,8,54,2014,11
"mtwararural_namtumbuka_namtumbukasokoni","mtwararural_namtumbuka",3,"Rural",5,13,54,2014,23
"mtwararural_nanguruwe_namanyakatabarabara","mtwararural_nanguruwe",4,"Rural",2,0,68,2015,4
"mtwararural_nanguruwe_namanyakatabarabara","mtwararural_nanguruwe",5,"Rural",2,0,83,2016,6
"mtwararural_nanguruwe_namayakatashuleni","mtwararural_nanguruwe",3,"Rural",0,0,NA,NA,NA
"mtwararural_nanguruwe_namayakatashuleni","mtwararural_nanguruwe",4,"Rural",0,2,68,2015,10
"mtwararural_nanguruwe_namayakatashuleni","mtwararural_nanguruwe",5,"Rural",0,1,NA,NA,NA
"mtwararural_nanguruwe_nanguruwe","mtwararural_nanguruwe",3,"Rural",2,3,54,2014,9
"mtwararural_nanguruwe_nanguruwe","mtwararural_nanguruwe",4,"Rural",2,2,68,2015,22
"mtwararural_nanguruwe_ngorongoro","mtwararural_nanguruwe",3,"Rural",0,0,54,2014,1
"mtwararural_nanguruwe_ngorongoro","mtwararural_nanguruwe",5,"Rural",0,2,NA,NA,NA
"mtwararural_nanyamba_dinyecha","mtwararural_nanyamba",5,"Rural",0,0,NA,NA,NA
"mtwararural_nanyamba_nanyamba","mtwararural_nanyamba",3,"Rural",0,1,54,2014,4
"mtwararural_naumbu_imekuwa","mtwararural_naumbu",3,"Rural",0,2,54,2014,18
"mtwararural_naumbu_imekuwa","mtwararural_naumbu",5,"Rural",0,1,83,2016,26
"mtwararural_naumbu_kisiwa","mtwararural_naumbu",3,"Rural",0,9,54,2014,16
"mtwararural_naumbu_kisiwa","mtwararural_naumbu",5,"Rural",6,1,NA,NA,NA
"mtwararural_naumbu_majengo","mtwararural_naumbu",5,"Rural",0,0,83,2016,7
"mtwararural_naumbu_mgao","mtwararural_naumbu",5,"Rural",0,0,NA,NA,NA
"mtwararural_naumbu_namgogoli","mtwararural_naumbu",3,"Rural",2,11,54,2014,8
"mtwararural_naumbu_namgogoli","mtwararural_naumbu",5,"Rural",3,1,83,2016,23
"mtwararural_naumbu_naumbu","mtwararural_naumbu",5,"Rural",0,0,NA,NA,NA
"mtwararural_naumbu_naumbukusini","mtwararural_naumbu",3,"Rural",0,0,54,2014,3
"mtwararural_naumbu_naumbukusini","mtwararural_naumbu",5,"Rural",0,0,83,2016,7
"mtwararural_ndumbwe_changalawe","mtwararural_ndumbwe",4,"Rural",5,2,68,2015,11
"mtwararural_ndumbwe_mbuo","mtwararural_ndumbwe",3,"Rural",7,4,54,2014,8
"mtwararural_ndumbwe_mbuo","mtwararural_ndumbwe",4,"Rural",16,3,68,2015,27
"mtwararural_ndumbwe_mwatehi","mtwararural_ndumbwe",4,"Rural",5,2,68,2015,4
"mtwararural_ndumbwe_ndumbwe","mtwararural_ndumbwe",4,"Rural",9,3,68,2015,15
