"Correct_Village","Correct_Ward","Correct_District","Correct_Region","dateVaccination","Dogs"
"mtwararural_kitere_chemchem"," Kitere  ","Mtwara Rural","Mtwara",2014-06-23,11
"mtwararural_kitere_lilido"," Kitere  ","Mtwara Rural","Mtwara",2014-06-23,14
"mtwararural_kitere_mkonye"," Kitere  ","Mtwara Rural","Mtwara",2014-06-23,2
"mtwararural_kitere_nakada"," Kitere  ","Mtwara Rural","Mtwara",2014-06-23,7
"mtwararural_mnima_mnima"," Mnima  ","Mtwara Rural","Mtwara",2014-06-23,1
"mtwararural_namtumbuka_kilimahewa"," Namtumbuka  ","Mtwara Rural","Mtwara",2014-06-23,17
"mtwararural_namtumbuka_kiwengulo"," Namtumbuka  ","Mtwara Rural","Mtwara",2014-06-23,14
"mtwararural_namtumbuka_mnongodi"," Namtumbuka  ","Mtwara Rural","Mtwara",2014-06-23,5
"mtwararural_nanguruwe_nanguruwe"," Nanguruwe  ","Mtwara Rural","Mtwara",2014-06-23,9
"mtwararural_nanguruwe_ngorongoro"," Nanguruwe  ","Mtwara Rural","Mtwara",2014-06-23,1
"mtwararural_mbembaleo_mbembaleo","Mbembaleo","Mtwara Rural","Mtwara",2014-06-23,7
"mtwararural_mbembaleo_mwamko","Mbembaleo","Mtwara Rural","Mtwara",2014-06-23,4
"mtwararural_mbembaleo_mwanganga","Mbembaleo","Mtwara Rural","Mtwara",2014-06-23,7
"tandahimba_chaume_sokoine","Chaume","Tandahimba","Mtwara",2014-06-23,5
"tandahimba_chingungwe_chikunda","Chingungwe","Tandahimba","Mtwara",2014-06-23,26
"tandahimba_dinduma_mitene","Dinduma","Tandahimba","Mtwara",2014-06-23,7
"tandahimba_kitama_kitamashuleni","Kitama","Tandahimba","Mtwara",2014-06-23,24
"tandahimba_kitama_mitondia","Kitama","Tandahimba","Mtwara",2014-06-23,5
"tandahimba_litehu_litehu","Litehu","Tandahimba","Mtwara",2014-06-23,19
"tandahimba_litehu_mabeti","Litehu","Tandahimba","Mtwara",2014-06-23,10
"tandahimba_litehu_mmeda","Litehu","Tandahimba","Mtwara",2014-06-23,9
"tandahimba_lukokoda_lukokoda","Lukokoda","Tandahimba","Mtwara",2014-06-23,1
"tandahimba_mahuta_mkulungulu","Mahuta","Tandahimba","Mtwara",2014-06-23,3
"tandahimba_maundo_chiumo","Maundo","Tandahimba","Mtwara",2014-06-23,11
"tandahimba_mdimbamnyoma_mtegu","Mdimbamnyoma","Tandahimba","Mtwara",2014-06-23,8
"tandahimba_michenjele_michenjele","Michenjele","Tandahimba","Mtwara",2014-06-23,15
"tandahimba_michenjele_ngongo","Michenjele","Tandahimba","Mtwara",2014-06-23,10
"tandahimba_michenjele_shangani","Michenjele","Tandahimba","Mtwara",2014-06-23,5
"tandahimba_mihambwe_mihambwe","Mihambwe","Tandahimba","Mtwara",2014-06-23,3
"tandahimba_milingodi_namkomolela","Milingodi","Tandahimba","Mtwara",2014-06-23,8
"tandahimba_mkoreha_mchangani","Mkoreha","Tandahimba","Mtwara",2014-06-23,2
"tandahimba_mkundi_chitoholijuu","Mkundi","Tandahimba","Mtwara",2014-06-23,2
"tandahimba_mnyawa_jangwani","Mnyawa","Tandahimba","Mtwara",2014-06-23,8
"tandahimba_mnyawa_maheha","Mnyawa","Tandahimba","Mtwara",2014-06-23,3
"tandahimba_mnyawa_mnyawa","Mnyawa","Tandahimba","Mtwara",2014-06-23,18
"tandahimba_mnyawa_mundamkulu","Mnyawa","Tandahimba","Mtwara",2014-06-23,8
"tandahimba_nanhyanga_nanyangab","Nanhyanga","Tandahimba","Mtwara",2014-06-23,9
"tandahimba_naputa_naputasokoni","Naputa","Tandahimba","Mtwara",2014-06-23,2
"tandahimba_ngunja_namindondijuu","Ngunja","Tandahimba","Mtwara",2014-06-23,9
"tandahimba_tandahimba_matogoro","Tandahimba","Tandahimba","Mtwara",2014-06-23,22
"lindirural_chiponda_mwangu","Chiponda","Lindi Rural","Lindi",2014-06-24,9
"lindirural_kilolambwani_kijiweni","Kilolambwani","Lindi Rural","Lindi",2014-06-24,1
"lindirural_mandwanga_milamba","Mandwanga","Lindi Rural","Lindi",2014-06-24,5
"lindirural_mandwanga_nambahu","Mandwanga","Lindi Rural","Lindi",2014-06-24,1
"lindirural_mchinga_mchingaii","Mchinga","Lindi Rural","Lindi",2014-06-24,11
"lindirural_mipingo_lihimilo","Mipingo","Lindi Rural","Lindi",2014-06-24,10
"lindirural_mipingo_matapwa","Mipingo","Lindi Rural","Lindi",2014-06-24,13
"lindirural_sudi_mtegu","Sudi","Lindi Rural","Lindi",2014-06-24,11
"lindiurban_jamhuri_mitumbati","Jamhuri","Lindi Urban","Lindi",2014-06-24,16
"lindiurban_mingoyo_mnazimmoja","Mingoyo","Lindi Urban","Lindi",2014-06-24,27
"lindiurban_rasbura_mitwero","Rasbura","Lindi Urban","Lindi",2014-06-24,10
"lindiurban_tandangongoro_nandambi","Tandangongoro","Lindi Urban","Lindi",2014-06-24,14
"lindiurban_wailes_angola","Wailes","Lindi Urban","Lindi",2014-06-24,1
"nachingwea_chiola_chiola","Chiola","Nachingwea","Lindi",2014-06-24,30
"nachingwea_kiparamnero_nambalapala","Kiparamnero","Nachingwea","Lindi",2014-06-24,11
"nachingwea_lionja_lionjaa","Lionja","Nachingwea","Lindi",2014-06-24,32
"nachingwea_lionja_lionjab","Lionja","Nachingwea","Lindi",2014-06-24,34
"nachingwea_marambo_ikungu","Marambo","Nachingwea","Lindi",2014-06-24,29
"nachingwea_marambo_litula","Marambo","Nachingwea","Lindi",2014-06-24,11
"nachingwea_marambo_marambo","Marambo","Nachingwea","Lindi",2014-06-24,54
"nachingwea_marambo_mituguru","Marambo","Nachingwea","Lindi",2014-06-24,8
"nachingwea_marambo_rupota","Marambo","Nachingwea","Lindi",2014-06-24,14
"nachingwea_mbondo_nahimba","Mbondo","Nachingwea","Lindi",2014-06-24,14
"nachingwea_mkoka_mkoka","Mkoka","Nachingwea","Lindi",2014-06-24,47
"nachingwea_mkoka_nandile","Mkoka","Nachingwea","Lindi",2014-06-24,11
"nachingwea_mtua_kiparamtua","Mtua","Nachingwea","Lindi",2014-06-24,71
"nachingwea_naipanga_chiwindi","Naipanga","Nachingwea","Lindi",2014-06-24,6
"nachingwea_naipanga_naipanga","Naipanga","Nachingwea","Lindi",2014-06-24,27
"nachingwea_naipingo_kwakamkamba","Naipingo","Nachingwea","Lindi",2014-06-24,18
"nachingwea_lionja_lionjab","Nambambo","Nachingwea","Lindi",2014-06-24,18
"nachingwea_mneromiembeni_farm","Nambambo","Nachingwea","Lindi",2014-06-24,6
"nachingwea_mtua_kiparamtua","Nambambo","Nachingwea","Lindi",2014-06-24,11
"nachingwea_naipanga_naipanga","Nambambo","Nachingwea","Lindi",2014-06-24,11
"nachingwea_nambambo_rahaleo","Nambambo","Nachingwea","Lindi",2014-06-24,6
"nachingwea_namikango_nangunde","Namikango","Nachingwea","Lindi",2014-06-24,45
"masasi_chigugu_maparagwe","Chigugu","Masasi","Mtwara",2014-06-24,8
"masasi_chigugu_mwambao","Chigugu","Masasi","Mtwara",2014-06-24,19
"masasi_chiungutwa_chilimba","Chiungutwa","Masasi","Mtwara",2014-06-24,32
"masasi_chiungutwa_huwe","Chiungutwa","Masasi","Mtwara",2014-06-24,13
"masasi_chiungutwa_kalangwale","Chiungutwa","Masasi","Mtwara",2014-06-24,7
"masasi_chiungutwa_makanyama","Chiungutwa","Masasi","Mtwara",2014-06-24,28
"masasi_chiungutwa_mipande","Chiungutwa","Masasi","Mtwara",2014-06-24,6
"masasi_namalenga_chigawe","Namalenga","Masasi","Mtwara",2014-06-24,10
"masasi_namalenga_mkangaula","Namalenga","Masasi","Mtwara",2014-06-24,12
"masasi_namalenga_msokosela","Namalenga","Masasi","Mtwara",2014-06-24,3
"masasi_namalenga_mvita","Namalenga","Masasi","Mtwara",2014-06-24,4
"masasi_namatutwe_mkwapa","Namatutwe","Masasi","Mtwara",2014-06-24,16
"tandahimba_chaume_liponde","Chaume","Tandahimba","Mtwara",2014-06-24,1
"tandahimba_chingungwe_mtenda","Chingungwe","Tandahimba","Mtwara",2014-06-24,4
"tandahimba_dinduma_nanyuwila","Dinduma","Tandahimba","Mtwara",2014-06-24,4
"tandahimba_kitama_mitondib","Kitama","Tandahimba","Mtwara",2014-06-24,8
"tandahimba_kitama_mwengeb","Kitama","Tandahimba","Mtwara",2014-06-24,2
"tandahimba_luagala_kigamboni","Luagala","Tandahimba","Mtwara",2014-06-24,23
"tandahimba_luagala_luagala","Luagala","Tandahimba","Mtwara",2014-06-24,15
"tandahimba_luagala_michinji","Luagala","Tandahimba","Mtwara",2014-06-24,24
"tandahimba_lukokoda_mnazimmoja","Lukokoda","Tandahimba","Mtwara",2014-06-24,2
"tandahimba_lyenje_mahona","Lyenje","Tandahimba","Mtwara",2014-06-24,1
"tandahimba_maundo_maundo","Maundo","Tandahimba","Mtwara",2014-06-24,9
"tandahimba_mchichira_shangani","Mchichira","Tandahimba","Mtwara",2014-06-24,12
"tandahimba_mdimbamnyoma_tukuru","Mdimbamnyoma","Tandahimba","Mtwara",2014-06-24,4
"tandahimba_michenjele_mpunda","Michenjele","Tandahimba","Mtwara",2014-06-24,7
"tandahimba_miuta_miuta","Mihuta","Tandahimba","Mtwara",2014-06-24,3
"tandahimba_milingodi_mmwindi","Milingodi","Tandahimba","Mtwara",2014-06-24,1
"tandahimba_milingodi_mtinginda","Milingodi","Tandahimba","Mtwara",2014-06-24,3
"tandahimba_mkonjowano_chimbuko","Mkonjowano","Tandahimba","Mtwara",2014-06-24,12
"tandahimba_mkoreha_namunda","Mkoreha","Tandahimba","Mtwara",2014-06-24,1
"tandahimba_mkundi_chitoholijuu","Mkundi","Tandahimba","Mtwara",2014-06-24,2
"tandahimba_namikupa_pemba","Namikupa","Tandahimba","Mtwara",2014-06-24,1
"tandahimba_naputa_naputasokoni","Naputa","Tandahimba","Mtwara",2014-06-24,2
"tandahimba_ngunja_namindondichini","Ngunja","Tandahimba","Mtwara",2014-06-24,7
"tandahimba_tandahimba_tandahimba","Tandahimba","Tandahimba","Mtwara",2014-06-24,30
"lindirural_chiponda_chiodyab","Chiponda","Lindi Rural","Lindi",2014-06-25,10
"lindirural_milola_namtamba","Milola","Lindi Rural","Lindi",2014-06-25,1
"lindirural_nyangao_nyangaoa","Nyangao","Lindi Rural","Lindi",2014-06-25,18
"lindirural_nyengedi_nyengedi","Nyengedi","Lindi Rural","Lindi",2014-06-25,22
"lindiurban_jamhuri_mtange","Jamhuri","Lindi Urban","Lindi",2014-06-25,13
"lindiurban_mbanja_likongo","Mbanja","Lindi Urban","Lindi",2014-06-25,20
"lindiurban_msinjahili_kitumbikwela","Msinjahili","Lindi Urban","Lindi",2014-06-25,12
"lindiurban_rasbura_mitwero","Rasbura","Lindi Urban","Lindi",2014-06-25,11
"lindiurban_wailes_kilimahewa","Wailes","Lindi Urban","Lindi",2014-06-25,2
"nachingwea_mbondo_chimbendenga","Mbondo","Nachingwea","Lindi",2014-06-25,34
"nachingwea_mkoka_narungombe","Mkoka","Nachingwea","Lindi",2014-06-25,5
"nachingwea_mpiruka_mpiruka","Mpiruka","Nachingwea","Lindi",2014-06-25,62
"nachingwea_naipanga_chiumbatishuleni","Naipanga","Nachingwea","Lindi",2014-06-25,11
"nachingwea_naipingo_kihuwe","Naipingo","Nachingwea","Lindi",2014-06-25,19
"nachingwea_naipingo_mchonda","Naipingo","Nachingwea","Lindi",2014-06-25,47
"nachingwea_naipingo_mkatapori","Naipingo","Nachingwea","Lindi",2014-06-25,9
"nachingwea_naipingo_mkukwe","Naipingo","Nachingwea","Lindi",2014-06-25,11
"nachingwea_naipingo_naipingo","Naipingo","Nachingwea","Lindi",2014-06-25,20
"nachingwea_naipingo_namatumbusi","Naipingo","Nachingwea","Lindi",2014-06-25,15
"nachingwea_naipingo_naipingo","Nambambo","Nachingwea","Lindi",2014-06-25,10
"nachingwea_nangowe_mitumbati","Nambambo","Nachingwea","Lindi",2014-06-25,16
"nachingwea_namikango_namikangoa","Namikango","Nachingwea","Lindi",2014-06-25,27
"nachingwea_namikango_namikangob","Namikango","Nachingwea","Lindi",2014-06-25,10
"nachingwea_ruponda_ruponda","Ruponda","Nachingwea","Lindi",2014-06-25,45
"tandahimba_chaume_luheya","Chaume","Tandahimba","Mtwara",2014-06-25,10
"tandahimba_dinduma_tandika","Dinduma","Tandahimba","Mtwara",2014-06-25,1
"tandahimba_luagala_mkolachini","Luagala","Tandahimba","Mtwara",2014-06-25,7
"tandahimba_lukokoda_ghanachini","Lukokoda","Tandahimba","Mtwara",2014-06-25,2
"tandahimba_mahuta_lidumbwemtoni","Mahuta","Tandahimba","Mtwara",2014-06-25,3
"tandahimba_mchichira_pachani","Mchichira","Tandahimba","Mtwara",2014-06-25,18
"tandahimba_mdimbamnyoma_mnyoma","Mdimbamnyoma","Tandahimba","Mtwara",2014-06-25,4
"tandahimba_mdumbwe_majengo","Mdumbwe","Tandahimba","Mtwara",2014-06-25,4
"tandahimba_michenjele_bandari","Michenjele","Tandahimba","Mtwara",2014-06-25,5
"tandahimba_miuta_ngongolo","Mihuta","Tandahimba","Mtwara",2014-06-25,2
"tandahimba_mkonjowano_mkonjowano","Mkonjowano","Tandahimba","Mtwara",2014-06-25,1
"tandahimba_mkundi_lipalwei","Mkundi","Tandahimba","Mtwara",2014-06-25,13
"tandahimba_nambahu_muungano","Nambahu","Tandahimba","Mtwara",2014-06-25,4
"tandahimba_nambahu_nachunyu","Nambahu","Tandahimba","Mtwara",2014-06-25,7
"tandahimba_nanhyanga_nanhyangac","Nanhyanga","Tandahimba","Mtwara",2014-06-25,3
"tandahimba_nanhyanga_nanyangaa","Nanhyanga","Tandahimba","Mtwara",2014-06-25,7
"tandahimba_naputa_mwangazasokoni","Naputa","Tandahimba","Mtwara",2014-06-25,1
"tandahimba_ngunja_ngunja","Ngunja","Tandahimba","Mtwara",2014-06-25,18
"lindirural_chiponda_chiodyab","Chiponda","Lindi Rural","Lindi",2014-06-26,2
"lindirural_kilangala_kilangalab","Kilangala","Lindi Rural","Lindi",2014-06-26,30
"lindirural_milola_milolab","Milola","Lindi Rural","Lindi",2014-06-26,23
"lindirural_milola_ruchemi","Milola","Lindi Rural","Lindi",2014-06-26,5
"lindirural_mnara_chikombe","Mnara","Lindi Rural","Lindi",2014-06-26,8
"lindirural_mnara_ntene","Mnara","Lindi Rural","Lindi",2014-06-26,6
"lindirural_mtama_mvuleni","Mtama","Lindi Rural","Lindi",2014-06-26,2
"lindirural_namangale_namangaleb","Namangwale","Lindi Rural","Lindi",2014-06-26,24
"lindirural_namupa_namupa","Namupa","Lindi Rural","Lindi",2014-06-26,32
"lindirural_navanga_navanga","Navanga","Lindi Rural","Lindi",2014-06-26,26
"lindirural_nyangao_mahiwa","Nyangao","Lindi Rural","Lindi",2014-06-26,21
"lindirural_nyengedi_nyengedib","Nyengedi","Lindi Rural","Lindi",2014-06-26,17
"lindiurban_chikonji_chikonjikaskazini","Chikonji","Lindi Urban","Lindi",2014-06-26,7
"lindiurban_jamhuri_kanisa","Jamhuri","Lindi Urban","Lindi",2014-06-26,11
"lindiurban_nachingwea_nachingwea","Kitumbikwela","Lindi Urban","Lindi",2014-06-26,12
"lindiurban_mingoyo_mkwaya","Mingoyo","Lindi Urban","Lindi",2014-06-26,14
"lindiurban_mtanda_nanembo","Mtanda","Lindi Urban","Lindi",2014-06-26,18
"lindiurban_mwenge_migombani","Mwenge","Lindi Urban","Lindi",2014-06-26,5
"lindiurban_mwenge_nationalhousing","Mwenge","Lindi Urban","Lindi",2014-06-26,3
"lindiurban_rahaleo_rahaleo","Rahaleo","Lindi Urban","Lindi",2014-06-26,1
"nachingwea_chiola_chingunduli","Chiola","Nachingwea","Lindi",2014-06-26,15
"nachingwea_chiola_mtimbo","Chiola","Nachingwea","Lindi",2014-06-26,30
"nachingwea_chiola_namauni","Chiola","Nachingwea","Lindi",2014-06-26,10
"nachingwea_mbondo_nakalonji","Mbondo","Nachingwea","Lindi",2014-06-26,14
"nachingwea_mkoka_chilaile","Mkoka","Nachingwea","Lindi",2014-06-26,10
"nachingwea_mneromiembeni_farm","Mneromiembeni","Nachingwea","Lindi",2014-06-26,26
"nachingwea_mneromiembeni_mkonjela","Mneromiembeni","Nachingwea","Lindi",2014-06-26,28
"nachingwea_mneromiembeni_mneromiembeni","Mneromiembeni","Nachingwea","Lindi",2014-06-26,74
"nachingwea_mneromiembeni_namkula","Mneromiembeni","Nachingwea","Lindi",2014-06-26,33
"nachingwea_mneromiembeni_ntila","Mneromiembeni","Nachingwea","Lindi",2014-06-26,36
"nachingwea_mpiruka_libea","Mpiruka","Nachingwea","Lindi",2014-06-26,11
"nachingwea_mpiruka_mkumba","Mpiruka","Nachingwea","Lindi",2014-06-26,51
"nachingwea_naipingo_nangondo","Naipingo","Nachingwea","Lindi",2014-06-26,16
"nachingwea_mkoka_rweje","Nambambo","Nachingwea","Lindi",2014-06-26,10
"nachingwea_ndomoni_mkurupilo","Ndomoni","Nachingwea","Lindi",2014-06-26,14
"nachingwea_ndomoni_ndomoni","Ndomoni","Nachingwea","Lindi",2014-06-26,20
"nachingwea_ruponda_mwananyamala","Ruponda","Nachingwea","Lindi",2014-06-26,62
"masasitownshipauthority_jida_madaraka","Jida","Masasi Township Authority","Mtwara",2014-06-26,31
"masasitownshipauthority_jida_mtaawajamhuri","Jida","Masasi Township Authority","Mtwara",2014-06-26,19
"masasitownshipauthority_jida_mtaawajida","Jida","Masasi Township Authority","Mtwara",2014-06-26,29
"masasitownshipauthority_jida_mtaawamagumuchila","Jida","Masasi Township Authority","Mtwara",2014-06-26,34
"masasitownshipauthority_jida_mtaawazahanati","Jida","Masasi Township Authority","Mtwara",2014-06-26,15
"masasitownshipauthority_marika_machombe","Marika","Masasi Township Authority","Mtwara",2014-06-26,39
"masasitownshipauthority_marika_marika","Marika","Masasi Township Authority","Mtwara",2014-06-26,122
"masasitownshipauthority_marika_mlundelunde","Marika","Masasi Township Authority","Mtwara",2014-06-26,32
"masasitownshipauthority_marika_mumbaka","Marika","Masasi Township Authority","Mtwara",2014-06-26,57
"masasitownshipauthority_marika_namatunu","Marika","Masasi Township Authority","Mtwara",2014-06-26,16
"masasitownshipauthority_marika_namikunda","Marika","Masasi Township Authority","Mtwara",2014-06-26,29
"masasitownshipauthority_migongo_migongokati","Migongo","Masasi Township Authority","Mtwara",2014-06-26,36
"masasitownshipauthority_migongo_migongokilimani","Migongo","Masasi Township Authority","Mtwara",2014-06-26,73
"masasitownshipauthority_migongo_mtaawamisufini","Migongo","Masasi Township Authority","Mtwara",2014-06-26,18
"masasitownshipauthority_migongo_mtaawamkunguni","Migongo","Masasi Township Authority","Mtwara",2014-06-26,25
"masasitownshipauthority_mkomaindo_darajani","Mkomaindo","Masasi Township Authority","Mtwara",2014-06-26,28
"masasitownshipauthority_mkomaindo_mchema","Mkomaindo","Masasi Township Authority","Mtwara",2014-06-26,20
"masasitownshipauthority_mkomaindo_misufini","Mkomaindo","Masasi Township Authority","Mtwara",2014-06-26,29
"masasitownshipauthority_mkomaindo_mkadaendaa","Mkomaindo","Masasi Township Authority","Mtwara",2014-06-26,25
"masasitownshipauthority_mkomaindo_restcamp","Mkomaindo","Masasi Township Authority","Mtwara",2014-06-26,48
"masasitownshipauthority_mkuti_mtaawakisiwani","Mkuti","Masasi Township Authority","Mtwara",2014-06-26,25
"masasitownshipauthority_mkuti_mtaawamajimaji","Mkuti","Masasi Township Authority","Mtwara",2014-06-26,21
"masasitownshipauthority_mkuti_mtaawasabasaba","Mkuti","Masasi Township Authority","Mtwara",2014-06-26,45
"masasitownshipauthority_mtandi_benako","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,10
"masasitownshipauthority_mtandi_kachulu","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,31
"masasitownshipauthority_mtandi_magumuchila","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,37
"masasitownshipauthority_mtandi_malambochini","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,28
"masasitownshipauthority_mtandi_malambojuu","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,17
"masasitownshipauthority_mtandi_michokonyo","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,11
"masasitownshipauthority_mtandi_minazini","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,16
"masasitownshipauthority_mtandi_mtandia","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,57
"masasitownshipauthority_mtandi_mtandib","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,27
"masasitownshipauthority_mtandi_nanjuva","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,32
"masasitownshipauthority_mtandi_pachani","Mtandi","Masasi Township Authority","Mtwara",2014-06-26,11
"masasitownshipauthority_mwenge_chakama","Mwenge","Masasi Township Authority","Mtwara",2014-06-26,45
"masasitownshipauthority_mwenge_mpekeso","Mwenge","Masasi Township Authority","Mtwara",2014-06-26,52
"masasitownshipauthority_mwenge_navai","Mwenge","Masasi Township Authority","Mtwara",2014-06-26,25
"masasitownshipauthority_mwenge_tukaewote","Mwenge","Masasi Township Authority","Mtwara",2014-06-26,39
"masasitownshipauthority_mwengemtapika_mbonde","Mwenge Mtapika","Masasi Township Authority","Mtwara",2014-06-26,57
"masasitownshipauthority_mwengemtapika_mwengemtapika","Mwenge Mtapika","Masasi Township Authority","Mtwara",2014-06-26,125
"masasitownshipauthority_mwengemtapika_namkungwi","Mwenge Mtapika","Masasi Township Authority","Mtwara",2014-06-26,75
"masasitownshipauthority_nyasa_matankini","Nyasa","Masasi Township Authority","Mtwara",2014-06-26,63
"masasitownshipauthority_nyasa_mtaawakagera","Nyasa","Masasi Township Authority","Mtwara",2014-06-26,15
"masasitownshipauthority_nyasa_mtaawamisufini","Nyasa","Masasi Township Authority","Mtwara",2014-06-26,33
"masasitownshipauthority_nyasa_mtaawanyasaa","Nyasa","Masasi Township Authority","Mtwara",2014-06-26,42
"masasitownshipauthority_nyasa_mtaawanyasab","Nyasa","Masasi Township Authority","Mtwara",2014-06-26,17
"masasitownshipauthority_nyasa_mtaawasilabu","Nyasa","Masasi Township Authority","Mtwara",2014-06-26,22
"masasitownshipauthority_nyasa_mtaawawapiwapia","Nyasa","Masasi Township Authority","Mtwara",2014-06-26,23
"masasitownshipauthority_nyasa_mtaawawapiwapib","Nyasa","Masasi Township Authority","Mtwara",2014-06-26,19
"masasitownshipauthority_nyasa_stendiyanewala","Nyasa","Masasi Township Authority","Mtwara",2014-06-26,15
"masasitownshipauthority_sululu_makulani","Sululu","Masasi Township Authority","Mtwara",2014-06-26,62
"masasitownshipauthority_sululu_mkapunda","Sululu","Masasi Township Authority","Mtwara",2014-06-26,46
"masasitownshipauthority_sululu_mkarakate","Sululu","Masasi Township Authority","Mtwara",2014-06-26,55
"masasitownshipauthority_sululu_sululu","Sululu","Masasi Township Authority","Mtwara",2014-06-26,51
"masasitownshipauthority_temeke_mkarango","Temeke","Masasi Township Authority","Mtwara",2014-06-26,51
"masasitownshipauthority_temeke_nangose","Temeke","Masasi Township Authority","Mtwara",2014-06-26,39
"masasitownshipauthority_temeke_temeke","Temeke","Masasi Township Authority","Mtwara",2014-06-26,76
"tandahimba_chaume_mkwedu","Chaume","Tandahimba","Mtwara",2014-06-26,5
"tandahimba_chikongola_chikongola","Chikongola","Tandahimba","Mtwara",2014-06-26,2
"tandahimba_kwanyama_mitumbati","Kwanyama","Tandahimba","Mtwara",2014-06-26,1
"tandahimba_lyenje_mwembemmoja","Lyenje","Tandahimba","Mtwara",2014-06-26,26
"tandahimba_maundo_namahonga","Maundo","Tandahimba","Mtwara",2014-06-26,4
"tandahimba_mdumbwe_mambamba","Mdumbwe","Tandahimba","Mtwara",2014-06-26,4
"tandahimba_mihambwe_kisagani","Mihambwe","Tandahimba","Mtwara",2014-06-26,3
"tandahimba_mihambwe_mkaha","Mihambwe","Tandahimba","Mtwara",2014-06-26,10
"tandahimba_milingodi_milingodi","Milingodi","Tandahimba","Mtwara",2014-06-26,13
"tandahimba_milingodi_namkomolela","Milingodi","Tandahimba","Mtwara",2014-06-26,2
"tandahimba_mkundi_lipalweii","Mkundi","Tandahimba","Mtwara",2014-06-26,6
"tandahimba_mkwiti_mkwitichini","Mkwiti","Tandahimba","Mtwara",2014-06-26,13
"tandahimba_nambahu_mivanga","Nambahu","Tandahimba","Mtwara",2014-06-26,15
"tandahimba_naputa_mwangazashuleni","Naputa","Tandahimba","Mtwara",2014-06-26,1
"tandahimba_tandahimba_mbalala","Tandahimba","Tandahimba","Mtwara",2014-06-26,2
"lindirural_kilangala_mtumbikile","Kilangala","Lindi Rural","Lindi",2014-06-27,9
"lindirural_longa_longa","Longa","Lindi Rural","Lindi",2014-06-27,15
"lindirural_milola_mkangaulani","Milola","Lindi Rural","Lindi",2014-06-27,36
"lindirural_mnara_nteneb","Mnara","Lindi Rural","Lindi",2014-06-27,10
"lindirural_mnolela_simana","Mnolela","Lindi Rural","Lindi",2014-06-27,17
"lindirural_namangale_namangale","Namangwale","Lindi Rural","Lindi",2014-06-27,6
"lindiurban_chikonji_jangwani","Chikonji","Lindi Urban","Lindi",2014-06-27,11
"lindiurban_msinjahili_benki","Msanjihili","Lindi Urban","Lindi",2014-06-27,21
"nachingwea_kilimarondo_kilimarondo","Kilimarondo","Nachingwea","Lindi",2014-06-27,20
"nachingwea_kilimarondo_nanjihi","Kilimarondo","Nachingwea","Lindi",2014-06-27,4
"nachingwea_kiparamnero_kiparamnero","Kiparamnero","Nachingwea","Lindi",2014-06-27,6
"nachingwea_lionja_ilolo","Lionja","Nachingwea","Lindi",2014-06-27,10
"nachingwea_lionja_lipuyu","Lionja","Nachingwea","Lindi",2014-06-27,16
"nachingwea_lionja_ngunichile","Lionja","Nachingwea","Lindi",2014-06-27,20
"nachingwea_mkoka_likwela","Mkoka","Nachingwea","Lindi",2014-06-27,9
"nachingwea_mnerongongo_kimawe","Mnerongongo","Nachingwea","Lindi",2014-06-27,20
"nachingwea_mnerongongo_kitandi","Mnerongongo","Nachingwea","Lindi",2014-06-27,18
"nachingwea_mnerongongo_mnerongongo","Mnerongongo","Nachingwea","Lindi",2014-06-27,74
"nachingwea_mnerongongo_mpute","Mnerongongo","Nachingwea","Lindi",2014-06-27,29
"nachingwea_mtua_mtua","Mtua","Nachingwea","Lindi",2014-06-27,28
"nachingwea_naipingo_mchangani","Naipingo","Nachingwea","Lindi",2014-06-27,13
"nachingwea_nditi_namanja","Nambambo","Nachingwea","Lindi",2014-06-27,10
"nachingwea_nditi_namanja","Nditi","Nachingwea","Lindi",2014-06-27,23
"nachingwea_nditi_nditi","Nditi","Nachingwea","Lindi",2014-06-27,28
"nachingwea_nditi_ngangambo","Nditi","Nachingwea","Lindi",2014-06-27,9
"nachingwea_nditi_nyambia","Nditi","Nachingwea","Lindi",2014-06-27,15
"nachingwea_nditi_nyambib","Nditi","Nachingwea","Lindi",2014-06-27,10
"nachingwea_ruponda_mibondo","Ruponda","Nachingwea","Lindi",2014-06-27,6
"tandahimba_chingungwe_chingungwe","Chingungwe","Tandahimba","Mtwara",2014-06-27,3
"tandahimba_chingungwe_mkupete","Chingungwe","Tandahimba","Mtwara",2014-06-27,5
"tandahimba_maundo_changombe","Maundo","Tandahimba","Mtwara",2014-06-27,1
"tandahimba_maundo_kunandundu","Maundo","Tandahimba","Mtwara",2014-06-27,11
"tandahimba_mdumbwe_mndumbwe","Mdumbwe","Tandahimba","Mtwara",2014-06-27,8
"tandahimba_mkonjowano_mkula","Mkonjowano","Tandahimba","Mtwara",2014-06-27,18
