"Correct_Village","DW","month","year","round","Dogs"
"liwale_mlembwe_ndambinda","liwale_mlembwe",55,2014,3,2
"liwale_mlembwe_ndapata","liwale_mlembwe",55,2014,3,4
"liwale_mpigamiti_mitawa","liwale_mpigamiti",55,2014,3,20
"liwale_mpigamiti_mpigamiti","liwale_mpigamiti",55,2014,3,2
"liwale_mpigamiti_namakololo","liwale_mpigamiti",55,2014,3,24
"liwale_nangando_kinguluwila","liwale_nangando",55,2014,3,9
"liwale_nangando_kitamamuhi","liwale_nangando",55,2014,3,8
"liwale_nangando_lindota","liwale_nangando",55,2014,3,17
"liwale_nangando_mbonde","liwale_nangando",55,2014,3,13
"liwale_nangando_nangando","liwale_nangando",55,2014,3,15
"liwale_nangano_mitungunyu","liwale_nangano",55,2014,3,2
"liwale_nangano_nahoro","liwale_nangano",55,2014,3,4
"liwale_nangano_nangano","liwale_nangano",55,2014,3,8
"liwale_ngongowele_mikuyu","liwale_ngongowele",55,2014,3,6
"liwale_ngongowele_ngongowele","liwale_ngongowele",55,2014,3,7
"liwale_ngongowele_ngunja","liwale_ngongowele",55,2014,3,3
"newala_chihangu_chihangua","newala_chihangu",55,2014,3,12
"newala_chihangu_chihangub","newala_chihangu",55,2014,3,13
"newala_chihangu_idamnole","newala_chihangu",55,2014,3,16
"newala_chihangu_mtongwelejuu","newala_chihangu",55,2014,3,11
"newala_chilangala_chilangala","newala_chilangala",55,2014,3,6
"newala_chilangala_mikumbi","newala_chilangala",55,2014,3,31
"newala_chilangala_miyuyu","newala_chilangala",55,2014,3,2
"newala_chilangala_mkongi","newala_chilangala",55,2014,3,4
"newala_chilangala_mkudumba","newala_chilangala",55,2014,3,12
"newala_chilangala_namdimba","newala_chilangala",55,2014,3,19
"newala_chilangala_navanga","newala_chilangala",55,2014,3,8
"newala_chitekete_chitekete","newala_chitekete",55,2014,3,8
"newala_chitekete_mchangani","newala_chitekete",55,2014,3,4
"newala_chitekete_nambudi","newala_chitekete",55,2014,3,6
"newala_chitekete_namkonda","newala_chitekete",55,2014,3,6
"newala_chiwonga_chiwonga","newala_chiwonga",55,2014,3,4
"newala_chiwonga_mmulunga","newala_chiwonga",55,2014,3,12
"newala_chiwonga_pachanne","newala_chiwonga",55,2014,3,2
"newala_chiwonga_ukombozi","newala_chiwonga",55,2014,3,6
"newala_kitangari_kitangarihospitali","newala_kitangari",55,2014,3,7
"newala_kitangari_kitangarisokoni","newala_kitangari",55,2014,3,20
"newala_kitangari_mandala","newala_kitangari",55,2014,3,7
"newala_kitangari_mapinduzi","newala_kitangari",55,2014,3,6
"newala_kitangari_mitema","newala_kitangari",55,2014,3,14
"newala_kitangari_mmovo","newala_kitangari",55,2014,3,18
"newala_kitangari_mnali","newala_kitangari",55,2014,3,4
"newala_kitangari_namkonda","newala_kitangari",55,2014,3,18
"newala_kitangari_nanda","newala_kitangari",55,2014,3,25
"newala_luchindu_chitandi","newala_luchindu",55,2014,3,38
"newala_luchindu_lingana","newala_luchindu",55,2014,3,5
"newala_luchindu_luchingu","newala_luchindu",55,2014,3,24
"newala_luchindu_nangwala","newala_luchindu",55,2014,3,66
"newala_luchindu_tupendane","newala_luchindu",55,2014,3,10
"newala_makonga_juhudi","newala_makonga",55,2014,3,5
"newala_makonga_kiliduii","newala_makonga",55,2014,3,3
"newala_makonga_makonga","newala_makonga",55,2014,3,12
"newala_makonga_mtangalanga","newala_makonga",55,2014,3,8
"newala_makonga_nanyonda","newala_makonga",55,2014,3,2
"newala_makote_chikwaya","newala_makote",55,2014,3,9
"newala_makote_kikuyu","newala_makote",55,2014,3,12
"newala_makote_kipimi","newala_makote",55,2014,3,8
"newala_makote_mahumbika","newala_makote",55,2014,3,17
"newala_makote_makondeko","newala_makote",55,2014,3,7
"newala_makote_makote","newala_makote",55,2014,3,9
"newala_malatu_malatujuu","newala_malatu",55,2014,3,4
"newala_malatu_malatushuleni","newala_malatu",55,2014,3,6
"newala_malatu_mkunjo","newala_malatu",55,2014,3,4
"newala_malatu_mnolela","newala_malatu",55,2014,3,5
"newala_malatu_mtanda","newala_malatu",55,2014,3,2
"newala_malatu_tuyangatane","newala_malatu",55,2014,3,3
"newala_maputi_kadengwa","newala_maputi",55,2014,3,2
"newala_maputi_maputi","newala_maputi",55,2014,3,14
"newala_maputi_mikwanga","newala_maputi",55,2014,3,3
"newala_maputi_mnauya","newala_maputi",55,2014,3,4
"newala_maputi_mtongwele","newala_maputi",55,2014,3,8
"newala_mchemo_chiule","newala_mchemo",55,2014,3,4
"newala_mchemo_lengo","newala_mchemo",55,2014,3,3
"newala_mchemo_machenje","newala_mchemo",55,2014,3,4
"newala_mchemo_mchedebwa","newala_mchemo",55,2014,3,2
"newala_mchemo_mchemoa","newala_mchemo",55,2014,3,3
"newala_mchemo_mkupete","newala_mchemo",55,2014,3,2
"newala_mchemo_songambele","newala_mchemo",55,2014,3,5
"newala_mcholii_chihwindi","newala_mcholii",55,2014,3,3
"newala_mcholii_chiunjira","newala_mcholii",55,2014,3,7
"newala_mcholii_makorongo","newala_mcholii",55,2014,3,1
"newala_mcholii_mcholigodauni","newala_mcholii",55,2014,3,6
"newala_mcholii_pachoto","newala_mcholii",55,2014,3,5
"newala_mcholiii_lidumbeshule","newala_mcholiii",55,2014,3,4
"newala_mcholiii_mitumbati","newala_mcholiii",55,2014,3,3
"newala_mcholiii_mnaida","newala_mcholiii",55,2014,3,3
"newala_mcholiii_msilili","newala_mcholiii",55,2014,3,3
"newala_mcholiii_tawala","newala_mcholiii",55,2014,3,3
"newala_mdimbampelempele_chitenda","newala_mdimbampelempele",55,2014,3,3
"newala_mdimbampelempele_mdimbampelempele","newala_mdimbampelempele",55,2014,3,2
"newala_mdimbampelempele_minjale","newala_mdimbampelempele",55,2014,3,8
"newala_mdimbampelempele_ngalu","newala_mdimbampelempele",55,2014,3,4
"newala_mkomaii_chikalule","newala_mkomaii",55,2014,3,11
"newala_mkomaii_lihanga","newala_mkomaii",55,2014,3,18
"newala_mkomaii_lochinu","newala_mkomaii",55,2014,3,23
"newala_mkomaii_mkomaii","newala_mkomaii",55,2014,3,3
"newala_mkomaii_nangudyane","newala_mkomaii",55,2014,3,10
"newala_mkunya_chihanga","newala_mkunya",55,2014,3,8
"newala_mkunya_kiuta","newala_mkunya",55,2014,3,5
"newala_mkunya_matokeo","newala_mkunya",55,2014,3,9
"newala_mkunya_mkunya","newala_mkunya",55,2014,3,17
"newala_mkunya_rahaleo","newala_mkunya",55,2014,3,39
"newala_mnekachi_imani","newala_mnekachi",55,2014,3,10
"newala_mnekachi_kazamoyo","newala_mnekachi",55,2014,3,6
"newala_mnekachi_mkomai","newala_mnekachi",55,2014,3,18
"newala_mnekachi_nambunga","newala_mnekachi",55,2014,3,10
"newala_mnyambe_bahati","newala_mnyambe",55,2014,3,8
"newala_mnyambe_hengapano","newala_mnyambe",55,2014,3,5
"newala_mnyambe_majembejuu","newala_mnyambe",55,2014,3,12
"newala_mnyambe_mnima","newala_mnyambe",55,2014,3,39
"newala_mnyambe_mnyambe","newala_mnyambe",55,2014,3,21
"newala_mtonya_kilimahewa","newala_mtonya",55,2014,3,13
"newala_mtonya_majengo","newala_mtonya",55,2014,3,38
"newala_mtonya_moneka","newala_mtonya",55,2014,3,18
"newala_mtopwa_chilondolo","newala_mtopwa",55,2014,3,13
"newala_mtopwa_mnyeu","newala_mtopwa",55,2014,3,37
"newala_mtopwa_mtopwa","newala_mtopwa",55,2014,3,24
"newala_mtopwa_tukazane","newala_mtopwa",55,2014,3,11
"newala_nakahako_mpalu","newala_nakahako",55,2014,3,4
"newala_nakahako_nakahako","newala_nakahako",55,2014,3,8
"newala_nambali_chilende","newala_nambali",55,2014,3,15
"newala_nambali_mahoha","newala_nambali",55,2014,3,21
"newala_nambali_mmalachi","newala_nambali",55,2014,3,15
"newala_nambali_nambalia","newala_nambali",55,2014,3,35
"newala_nambali_nambalib","newala_nambali",55,2014,3,36
"newala_namiyonga_londo","newala_namiyonga",55,2014,3,6
"newala_namiyonga_magombo","newala_namiyonga",55,2014,3,10
"newala_namiyonga_nakachela","newala_namiyonga",55,2014,3,15
"newala_namiyonga_namiyonga","newala_namiyonga",55,2014,3,17
"newala_nandwahi_madaba","newala_nandwahi",55,2014,3,3
"newala_nandwahi_mbembele","newala_nandwahi",55,2014,3,4
"newala_nandwahi_mpirani","newala_nandwahi",55,2014,3,3
"newala_nandwahi_nandwahi","newala_nandwahi",55,2014,3,3
"newala_nandwahi_vihokoli","newala_nandwahi",55,2014,3,6
"newala_nanguruwe_magumuchila","newala_nanguruwe",55,2014,3,11
"newala_nanguruwe_mapili","newala_nanguruwe",55,2014,3,9
"newala_nanguruwe_mnanje","newala_nanguruwe",55,2014,3,17
"newala_nanguruwe_nanguruwe","newala_nanguruwe",55,2014,3,90
"newala_nanguruwe_samora","newala_nanguruwe",55,2014,3,42
"mtwaraurban_chikongola_mtawike","mtwaraurban_chikongola",57,2014,3,3
"mtwaraurban_chuno_ligulaa","mtwaraurban_chuno",57,2014,3,25
"mtwaraurban_chuno_ligulab","mtwaraurban_chuno",57,2014,3,9
"mtwaraurban_chuno_ligulac","mtwaraurban_chuno",57,2014,3,16
"mtwaraurban_chuno_majengo","mtwaraurban_chuno",57,2014,3,7
"mtwaraurban_chuno_miseti","mtwaraurban_chuno",57,2014,3,10
"mtwaraurban_jangwani_mtangashari","mtwaraurban_jangwani",57,2014,3,15
"mtwaraurban_likombe_lilungu","mtwaraurban_likombe",57,2014,3,5
"mtwaraurban_likombe_mangamba","mtwaraurban_likombe",57,2014,3,39
"mtwaraurban_likombe_mdenga","mtwaraurban_likombe",57,2014,3,3
"mtwaraurban_likombe_mlimani","mtwaraurban_likombe",57,2014,3,9
"mtwaraurban_likombe_mtawanya","mtwaraurban_likombe",57,2014,3,19
"mtwaraurban_magengeni_boma","mtwaraurban_magengeni",57,2014,3,2
"mtwaraurban_magengeni_magengeni","mtwaraurban_magengeni",57,2014,3,3
"mtwaraurban_mtonya_mtonyaa","mtwaraurban_mtonya",57,2014,3,19
"mtwaraurban_naliendele_mkangala","mtwaraurban_naliendele",57,2014,3,13
"mtwaraurban_naliendele_naliendele","mtwaraurban_naliendele",57,2014,3,47
"mtwaraurban_rahaleo_nandope","mtwaraurban_rahaleo",57,2014,3,4
"mtwaraurban_rahaleo_pentecoste","mtwaraurban_rahaleo",57,2014,3,2
"mtwaraurban_shangani_indiankota","mtwaraurban_shangani",57,2014,3,16
"mtwaraurban_shangani_kiyangua","mtwaraurban_shangani",57,2014,3,10
"mtwaraurban_shangani_ligulakati","mtwaraurban_shangani",57,2014,3,1
"mtwaraurban_shangani_shanganieast","mtwaraurban_shangani",57,2014,3,28
"mtwaraurban_shangani_shanganiwest","mtwaraurban_shangani",57,2014,3,72
"mtwaraurban_ufukoni_bombalabure","mtwaraurban_ufukoni",57,2014,3,2
"mtwaraurban_ufukoni_chipuputa","mtwaraurban_ufukoni",57,2014,3,16
"mtwaraurban_ufukoni_kagera","mtwaraurban_ufukoni",57,2014,3,1
"mtwaraurban_ufukoni_magomenia","mtwaraurban_ufukoni",57,2014,3,2
"mtwaraurban_ufukoni_magomenib","mtwaraurban_ufukoni",57,2014,3,3
"mtwaraurban_ufukoni_magomenishuleni","mtwaraurban_ufukoni",57,2014,3,30
"mtwaraurban_ufukoni_magomenitulivu","mtwaraurban_ufukoni",57,2014,3,2
"mtwaraurban_ufukoni_matopeni","mtwaraurban_ufukoni",57,2014,3,12
"mtwaraurban_ufukoni_mbae","mtwaraurban_ufukoni",57,2014,3,55
"mtwaraurban_ufukoni_ufukonistendi","mtwaraurban_ufukoni",57,2014,3,38
"mtwaraurban_vigaeni_sinani","mtwaraurban_vigaeni",57,2014,3,2
"kibaha_bokomnemela_bokomnemela","kibaha_bokomnemela",60,2014,4,68
"kibaha_bokomnemela_mkalambati","kibaha_bokomnemela",60,2014,4,64
"kibaha_bokomnemela_mnemelakibaoni","kibaha_bokomnemela",60,2014,4,36
"kibaha_bokomnemela_mpiji","kibaha_bokomnemela",60,2014,4,49
"kibaha_dutumi_dutumi","kibaha_dutumi",60,2014,4,66
"kibaha_dutumi_madege","kibaha_dutumi",60,2014,4,132
"kibaha_dutumi_mwembengozi","kibaha_dutumi",60,2014,4,103
"kibaha_gwata_gumba","kibaha_gwata",60,2014,4,411
"kibaha_gwata_gwata","kibaha_gwata",60,2014,4,359
"kibaha_gwata_milalazi","kibaha_gwata",60,2014,4,163
"kibaha_janga_janga","kibaha_janga",60,2014,4,152
"kibaha_janga_kaloleni","kibaha_janga",60,2014,4,42
"kibaha_janga_kimara","kibaha_janga",60,2014,4,52
"kibaha_janga_makazimapya","kibaha_janga",60,2014,4,69
"kibaha_janga_matuga","kibaha_janga",60,2014,4,27
"kibaha_janga_msongola","kibaha_janga",60,2014,4,77
"kibaha_kikongo_kidai","kibaha_kikongo",60,2014,4,63
"kibaha_kikongo_kikongo","kibaha_kikongo",60,2014,4,29
"kibaha_kikongo_lupunga","kibaha_kikongo",60,2014,4,21
"kibaha_kikongo_makotopora","kibaha_kikongo",60,2014,4,18
"kibaha_kikongo_mkino","kibaha_kikongo",60,2014,4,26
"kibaha_kikongo_mwanabwito","kibaha_kikongo",60,2014,4,78
"kibaha_kikongo_ngeta","kibaha_kikongo",60,2014,4,21
"kibaha_kilangalanga_disunyara","kibaha_kilangalanga",60,2014,4,146
"kibaha_kilangalanga_kilangalanga","kibaha_kilangalanga",60,2014,4,103
"kibaha_kilangalanga_kisabi","kibaha_kilangalanga",60,2014,4,108
"kibaha_kilangalanga_madimla","kibaha_kilangalanga",60,2014,4,94
"kibaha_kwala_kwala","kibaha_kwala",60,2014,4,172
"kibaha_kwala_mperamumbi","kibaha_kwala",60,2014,4,198
"kibaha_kwala_msua","kibaha_kwala",60,2014,4,182
"kibaha_magindu_lukenge","kibaha_magindu",60,2014,4,305
"kibaha_magindu_magindu","kibaha_magindu",60,2014,4,210
"kibaha_magindu_mizuguni","kibaha_magindu",60,2014,4,328
"kibaha_mlandizi_kibwende","kibaha_mlandizi",60,2014,4,70
"kibaha_mlandizi_kitemvu","kibaha_mlandizi",60,2014,4,88
"kibaha_mlandizi_kwadossa","kibaha_mlandizi",60,2014,4,65
"kibaha_mlandizi_mhande","kibaha_mlandizi",60,2014,4,75
"kibaha_mlandizi_mlandizikati","kibaha_mlandizi",60,2014,4,28
"kibaha_mlandizi_mlandizimjini","kibaha_mlandizi",60,2014,4,60
"kibaha_mlandizi_msufini","kibaha_mlandizi",60,2014,4,74
"kibaha_mlandizi_mtambani","kibaha_mlandizi",60,2014,4,74
"kibaha_mlandizi_njiapandajeshini","kibaha_mlandizi",60,2014,4,54
"kibaha_mlandizi_vikurutimjini","kibaha_mlandizi",60,2014,4,60
"kibaha_ruvu_kitomondo","kibaha_ruvu",60,2014,4,45
"kibaha_ruvu_minazimikinda","kibaha_ruvu",60,2014,4,212
"kibaha_ruvu_ruvustation","kibaha_ruvu",60,2014,4,215
"kibaha_soga_kipangege","kibaha_soga",60,2014,4,39
"kibaha_soga_misufini","kibaha_soga",60,2014,4,16
"kibaha_soga_soga","kibaha_soga",60,2014,4,38
"kibaha_soga_vikuge","kibaha_soga",60,2014,4,41
"kibahaurban_kibaha_kwamfipa","kibahaurban_kibaha",60,2014,4,73
"kibahaurban_kibaha_mwendapolea","kibahaurban_kibaha",60,2014,4,86
"kibahaurban_kibaha_mwendapoleb","kibahaurban_kibaha",60,2014,4,52
"kibahaurban_kibaha_simbani","kibahaurban_kibaha",60,2014,4,36
"kibahaurban_kongowe_bamba","kibahaurban_kongowe",60,2014,4,40
"kibahaurban_kongowe_kongowekati","kibahaurban_kongowe",60,2014,4,80
"kibahaurban_kongowe_miembesaba","kibahaurban_kongowe",60,2014,4,64
"kibahaurban_kongowe_mikongeni","kibahaurban_kongowe",60,2014,4,40
"kibahaurban_kongowe_mwambisi","kibahaurban_kongowe",60,2014,4,74
"kibahaurban_kongowe_sagare","kibahaurban_kongowe",60,2014,4,30
"kibahaurban_kongowe_ungindoni","kibahaurban_kongowe",60,2014,4,17
"kibahaurban_kongowe_viziwaziwa","kibahaurban_kongowe",60,2014,4,52
"kibahaurban_mailimoja_machinjioni","kibahaurban_mailimoja",60,2014,4,142
"kibahaurban_mailimoja_mailimoja","kibahaurban_mailimoja",60,2014,4,92
"kibahaurban_mailimoja_muheza","kibahaurban_mailimoja",60,2014,4,45
"kibahaurban_mailimoja_tangini","kibahaurban_mailimoja",60,2014,4,158
"kibahaurban_mailimoja_uyaoni","kibahaurban_mailimoja",60,2014,4,150
"kibahaurban_mbwawa_mbwawa","kibahaurban_mbwawa",60,2014,4,64
"kibahaurban_mbwawa_miswechini","kibahaurban_mbwawa",60,2014,4,15
"kibahaurban_mbwawa_miswemwembemaduka","kibahaurban_mbwawa",60,2014,4,52
"kibahaurban_mbwawa_mkoleni","kibahaurban_mbwawa",60,2014,4,23
"kibahaurban_misugusugu_jonungha","kibahaurban_misugusugu",60,2014,4,13
"kibahaurban_misugusugu_karabaka","kibahaurban_misugusugu",60,2014,4,66
"kibahaurban_misugusugu_misugusugu","kibahaurban_misugusugu",60,2014,4,32
"kibahaurban_misugusugu_miyomboni","kibahaurban_misugusugu",60,2014,4,66
"kibahaurban_misugusugu_saeni","kibahaurban_misugusugu",60,2014,4,37
"kibahaurban_misugusugu_zogowale","kibahaurban_misugusugu",60,2014,4,28
"kibahaurban_mkuza_bungo","kibahaurban_mkuza",60,2014,4,47
"kibahaurban_mkuza_kibondeni","kibahaurban_mkuza",60,2014,4,160
"kibahaurban_mkuza_mkuza","kibahaurban_mkuza",60,2014,4,263
"kibahaurban_msangani_galagaza","kibahaurban_msangani",60,2014,4,65
"kibahaurban_msangani_kidenge","kibahaurban_msangani",60,2014,4,45
"kibahaurban_msangani_kumba","kibahaurban_msangani",60,2014,4,28
"kibahaurban_msangani_msangani","kibahaurban_msangani",60,2014,4,74
"kibahaurban_pangani_kidimu","kibahaurban_pangani",60,2014,4,81
"kibahaurban_pangani_lumumba","kibahaurban_pangani",60,2014,4,55
"kibahaurban_pangani_mtakuja","kibahaurban_pangani",60,2014,4,91
"kibahaurban_pangani_pangani","kibahaurban_pangani",60,2014,4,38
"kibahaurban_pangani_vikawebondeni","kibahaurban_pangani",60,2014,4,18
"kibahaurban_pangani_vikaweshuleni","kibahaurban_pangani",60,2014,4,27
"kibahaurban_pichayandege_muharakani","kibahaurban_pichayandege",60,2014,4,73
"kibahaurban_pichayandege_pichayandegelulan","kibahaurban_pichayandege",60,2014,4,222
"kibahaurban_pichayandege_sofu","kibahaurban_pichayandege",60,2014,4,139
"kibahaurban_tumbi_bokotemboni","kibahaurban_tumbi",60,2014,4,55
"kibahaurban_tumbi_bokotimiza","kibahaurban_tumbi",60,2014,4,39
"kibahaurban_tumbi_mkoania","kibahaurban_tumbi",60,2014,4,66
"kibahaurban_tumbi_mkoanib","kibahaurban_tumbi",60,2014,4,61
"kibahaurban_tumbi_mwanalugali","kibahaurban_tumbi",60,2014,4,206
"kibahaurban_visiga_madafu","kibahaurban_visiga",60,2014,4,31
"kibahaurban_visiga_maili","kibahaurban_visiga",60,2014,4,13
"kibahaurban_visiga_miwaleni","kibahaurban_visiga",60,2014,4,18
"kibahaurban_visiga_visigakati","kibahaurban_visiga",60,2014,4,96
"kibahaurban_visiga_zegereni","kibahaurban_visiga",60,2014,4,46
"kinondoni_bunju_basihaya","kinondoni_bunju",60,2014,4,17
"kinondoni_bunju_boko","kinondoni_bunju",60,2014,4,52
"kinondoni_bunju_bunjua","kinondoni_bunju",60,2014,4,125
"kinondoni_bunju_dovya","kinondoni_bunju",60,2014,4,1
"kinondoni_bunju_kilungule","kinondoni_bunju",60,2014,4,31
"kinondoni_goba_goba","kinondoni_goba",60,2014,4,27
"kinondoni_goba_kinzudi","kinondoni_goba",60,2014,4,77
"kinondoni_goba_kulangwa","kinondoni_goba",60,2014,4,46
"kinondoni_goba_matosa","kinondoni_goba",60,2014,4,63
"kinondoni_hananasifu_hananasif","kinondoni_hananasifu",60,2014,4,34
"kinondoni_kawe_mbezibeacha","kinondoni_kawe",60,2014,4,15
"kinondoni_kawe_mbezibeachb","kinondoni_kawe",60,2014,4,18
"kinondoni_kawe_ukwamani","kinondoni_kawe",60,2014,4,16
"kinondoni_kibamba_gogoni","kinondoni_kibamba",60,2014,4,58
"kinondoni_kibamba_hondogo","kinondoni_kibamba",60,2014,4,275
"kinondoni_kibamba_kibamba","kinondoni_kibamba",60,2014,4,53
"kinondoni_kibamba_kibwegere","kinondoni_kibamba",60,2014,4,49
"kinondoni_kibamba_kiluvya","kinondoni_kibamba",60,2014,4,47
"kinondoni_kijitonyama_kijitonyama","kinondoni_kijitonyama",60,2014,4,4
"kinondoni_kimara_baruti","kinondoni_kimara",60,2014,4,20
"kinondoni_kimara_golani","kinondoni_kimara",60,2014,4,30
"kinondoni_kimara_kilungulea","kinondoni_kimara",60,2014,4,19
"kinondoni_kimara_kilunguleb","kinondoni_kimara",60,2014,4,59
"kinondoni_kimara_mavurunza","kinondoni_kimara",60,2014,4,11
"kinondoni_kinondoni_kinondonishamba","kinondoni_kinondoni",60,2014,4,12
"kinondoni_kinondoni_kumbukumbu","kinondoni_kinondoni",60,2014,4,8
"kinondoni_kunduchi_kilongamiwa","kinondoni_kunduchi",60,2014,4,36
"kinondoni_kunduchi_mtongani","kinondoni_kunduchi",60,2014,4,29
"kinondoni_kunduchi_pwani","kinondoni_kunduchi",60,2014,4,5
"kinondoni_kunduchi_tegeta","kinondoni_kunduchi",60,2014,4,6
"kinondoni_kwembe_kingazi","kinondoni_kwembe",60,2014,4,38
"kinondoni_kwembe_kisopwa","kinondoni_kwembe",60,2014,4,46
"kinondoni_kwembe_kwembe","kinondoni_kwembe",60,2014,4,147
"kinondoni_kwembe_mpakani","kinondoni_kwembe",60,2014,4,55
"kinondoni_mabibo_azimio","kinondoni_mabibo",60,2014,4,1
"kinondoni_mabibo_jitegemee","kinondoni_mabibo",60,2014,4,2
"kinondoni_mabibo_kanuni","kinondoni_mabibo",60,2014,4,2
"kinondoni_mabibo_mabibo","kinondoni_mabibo",60,2014,4,10
"kinondoni_mabibo_mabibofarasi","kinondoni_mabibo",60,2014,4,14
"kinondoni_mabibo_matokeo","kinondoni_mabibo",60,2014,4,4
"kinondoni_mabwepande_bunjub","kinondoni_mabwepande",60,2014,4,63
"kinondoni_mabwepande_mabwepande","kinondoni_mabwepande",60,2014,4,180
"kinondoni_mabwepande_mbopo","kinondoni_mabwepande",60,2014,4,19
"kinondoni_makongo_changanyikeni","kinondoni_makongo",60,2014,4,7
"kinondoni_makongo_makongojuu","kinondoni_makongo",60,2014,4,1
"kinondoni_makongo_mlalakuwa","kinondoni_makongo",60,2014,4,6
"kinondoni_makuburi_kibangu","kinondoni_makuburi",60,2014,4,16
"kinondoni_makuburi_makoka","kinondoni_makuburi",60,2014,4,45
"kinondoni_makuburi_makuburi","kinondoni_makuburi",60,2014,4,30
"kinondoni_makuburi_mwongozo","kinondoni_makuburi",60,2014,4,23
"kinondoni_makumbusho_makumbusho","kinondoni_makumbusho",60,2014,4,23
"kinondoni_makurumla_kilimahewa","kinondoni_makurumla",60,2014,4,4
"kinondoni_makurumla_kwajongo","kinondoni_makurumla",60,2014,4,12
"kinondoni_makurumla_sisikwasisi","kinondoni_makurumla",60,2014,4,10
"kinondoni_mbezi_makabe","kinondoni_mbezi",60,2014,4,84
"kinondoni_mbezi_mbeziluisi","kinondoni_mbezi",60,2014,4,37
"kinondoni_mbezi_mpijimagohe","kinondoni_mbezi",60,2014,4,76
"kinondoni_mbezi_msakuzi","kinondoni_mbezi",60,2014,4,57
"kinondoni_mbezi_mshikamano","kinondoni_mbezi",60,2014,4,42
"kinondoni_mbezi_msumi","kinondoni_mbezi",60,2014,4,106
"kinondoni_mbezijuu_jogoo","kinondoni_mbezijuu",60,2014,4,79
"kinondoni_mbezijuu_mbezijuu","kinondoni_mbezijuu",60,2014,4,113
"kinondoni_mbezijuu_ndumbwi","kinondoni_mbezijuu",60,2014,4,79
"kinondoni_mburahati_nhc","kinondoni_mburahati",60,2014,4,16
"kinondoni_mbweni_maputo","kinondoni_mbweni",60,2014,4,5
"kinondoni_mbweni_mbweni","kinondoni_mbweni",60,2014,4,118
"kinondoni_mbweni_mpiji","kinondoni_mbweni",60,2014,4,14
"kinondoni_mikocheni_mikochenia","kinondoni_mikocheni",60,2014,4,31
"kinondoni_mikocheni_tpdc","kinondoni_mikocheni",60,2014,4,13
"kinondoni_msasani_bondelampunga","kinondoni_msasani",60,2014,4,41
"kinondoni_msigani_kwayusufu","kinondoni_msigani",60,2014,4,20
"kinondoni_msigani_malambamawili","kinondoni_msigani",60,2014,4,91
"kinondoni_msigani_msigani","kinondoni_msigani",60,2014,4,22
"kinondoni_msigani_temboni","kinondoni_msigani",60,2014,4,6
"kinondoni_mwananyamala_kambangwa","kinondoni_mwananyamala",60,2014,4,13
"kinondoni_mwananyamala_mwinjuma","kinondoni_mwananyamala",60,2014,4,6
"kinondoni_ndugumbi_mpakani","kinondoni_ndugumbi",60,2014,4,4
"kinondoni_saranga_kimarab","kinondoni_saranga",60,2014,4,26
"kinondoni_saranga_kingongo","kinondoni_saranga",60,2014,4,19
"kinondoni_saranga_matangini","kinondoni_saranga",60,2014,4,35
"kinondoni_saranga_michungwani","kinondoni_saranga",60,2014,4,21
"kinondoni_saranga_saranga","kinondoni_saranga",60,2014,4,64
"kinondoni_saranga_stopover","kinondoni_saranga",60,2014,4,8
"kinondoni_saranga_upendo","kinondoni_saranga",60,2014,4,25
"kinondoni_tandale_mkunduge","kinondoni_tandale",60,2014,4,5
"kinondoni_tandale_sokoni","kinondoni_tandale",60,2014,4,12
"kinondoni_ubungo_chuokikuu","kinondoni_ubungo",60,2014,4,7
"kinondoni_ubungo_kibo","kinondoni_ubungo",60,2014,4,16
"kinondoni_ubungo_kisiwani","kinondoni_ubungo",60,2014,4,34
"kinondoni_ubungo_msewe","kinondoni_ubungo",60,2014,4,35
"kinondoni_ubungo_nhc","kinondoni_ubungo",60,2014,4,5
"kinondoni_wazo_kilimahewa","kinondoni_wazo",60,2014,4,94
"kinondoni_wazo_kisanga","kinondoni_wazo",60,2014,4,99
"kinondoni_wazo_madala","kinondoni_wazo",60,2014,4,53
"kinondoni_wazo_mivumoni","kinondoni_wazo",60,2014,4,38
"kinondoni_wazo_salasala","kinondoni_wazo",60,2014,4,26
"morogoro_bungu_balani","morogoro_bungu",60,2014,4,19
"morogoro_bungu_bungu","morogoro_bungu",60,2014,4,25
"morogoro_bungu_koloni","morogoro_bungu",60,2014,4,52
"morogoro_bungu_mihange","morogoro_bungu",60,2014,4,11
"morogoro_bwakilachini_bonye","morogoro_bwakilachini",60,2014,4,68
"morogoro_bwakilachini_bwakilachini","morogoro_bwakilachini",60,2014,4,76
"morogoro_bwakilachini_dakawa","morogoro_bwakilachini",60,2014,4,67
"morogoro_bwakilachini_mbwade","morogoro_bwakilachini",60,2014,4,83
"morogoro_bwakilajuu_bwakilajuu","morogoro_bwakilajuu",60,2014,4,34
"morogoro_bwakilajuu_kumba","morogoro_bwakilajuu",60,2014,4,3
"morogoro_bwakilajuu_mgata","morogoro_bwakilajuu",60,2014,4,15
"morogoro_gwata_gwataujembe","morogoro_gwata",60,2014,4,38
"morogoro_gwata_kinonko","morogoro_gwata",60,2014,4,81
"morogoro_gwata_maseyu","morogoro_gwata",60,2014,4,59
"morogoro_kasanga_kasanga","morogoro_kasanga",60,2014,4,13
"morogoro_kasanga_kitonga","morogoro_kasanga",60,2014,4,19
"morogoro_kasanga_longwe","morogoro_kasanga",60,2014,4,16
