"DW","month","year","round","Dogs"
"kisarawe_kisarawe",61,2015,4,299
"kisarawe_kurui",61,2015,4,206
"kisarawe_mafizi",61,2015,4,298
"kisarawe_maneromango",61,2015,4,157
"kisarawe_marui",61,2015,4,151
"kisarawe_marumbo",61,2015,4,152
"kisarawe_masaki",61,2015,4,152
"kisarawe_msanga",61,2015,4,136
"kisarawe_msimbu",61,2015,4,314
"kisarawe_mzenga",61,2015,4,112
"kisarawe_vihingo",61,2015,4,100
"kisarawe_vikumbulu",61,2015,4,72
"mkuranga_bupu",61,2015,4,128
"mkuranga_kimanzichana",61,2015,4,106
"mkuranga_kiparanganda",61,2015,4,75
"mkuranga_kisiju",61,2015,4,83
"mkuranga_kitomondo",61,2015,4,29
"mkuranga_lukanga",61,2015,4,76
"mkuranga_magawa",61,2015,4,138
"mkuranga_mbezi",61,2015,4,81
"mkuranga_mkamba",61,2015,4,142
"mkuranga_mkuranga",61,2015,4,177
"mkuranga_mwalusembe",61,2015,4,72
"mkuranga_njianne",61,2015,4,59
"mkuranga_nyamato",61,2015,4,45
"mkuranga_panzuo",61,2015,4,59
"mkuranga_shungubweni",61,2015,4,66
"mkuranga_tambani",61,2015,4,196
"mkuranga_vianzi",61,2015,4,109
"mkuranga_vikindu",61,2015,4,170
"rufiji_bungu",62,2015,4,51
"rufiji_chemchem",62,2015,4,108
"rufiji_chumbi",62,2015,4,195
"rufiji_dimani",62,2015,4,34
"rufiji_ikwiriri",62,2015,4,64
"rufiji_kibiti",62,2015,4,20
"rufiji_mahege",62,2015,4,1
"rufiji_mbwara",62,2015,4,170
"rufiji_mchukwi",62,2015,4,18
"rufiji_mgomba",62,2015,4,36
"rufiji_mjawa",62,2015,4,46
"rufiji_mkongo",62,2015,4,60
"rufiji_mlanzi",62,2015,4,13
"rufiji_mtawanya",62,2015,4,50
"rufiji_mtunda",62,2015,4,166
"rufiji_mwambao",62,2015,4,24
"rufiji_mwaseni",62,2015,4,46
"rufiji_ngarambe",62,2015,4,7
"rufiji_ngorongo",62,2015,4,69
"rufiji_ruaruke",62,2015,4,9
"rufiji_salale",62,2015,4,30
"rufiji_umwe",62,2015,4,31
"rufiji_utete",62,2015,4,134
"temeke_buza",62,2015,4,64
"temeke_chamazi",62,2015,4,54
"temeke_changombe",62,2015,4,43
"temeke_charambe",62,2015,4,43
"temeke_keko",62,2015,4,33
"temeke_kibada",62,2015,4,43
"temeke_kiburugwa",62,2015,4,26
"temeke_kigamboni",62,2015,4,33
"temeke_kijichi",62,2015,4,88
"temeke_kilakala",62,2015,4,78
"temeke_kimbiji",62,2015,4,55
"temeke_kisaraweii",62,2015,4,53
"temeke_makangarawe",62,2015,4,81
"temeke_mbagala",62,2015,4,124
"temeke_mbagalakuu",62,2015,4,121
"temeke_mianzini",62,2015,4,48
"temeke_mjimwema",62,2015,4,107
"temeke_pembamnazi",62,2015,4,195
"temeke_sandali",62,2015,4,56
"temeke_somangila",62,2015,4,209
"temeke_temeke",62,2015,4,322
"temeke_toangoma",62,2015,4,86
"temeke_tungi",62,2015,4,164
"temeke_vijibweni",62,2015,4,226
"temeke_yombovituka",62,2015,4,169
"ilala_buguruni",66,2015,4,20
"ilala_chanika",66,2015,4,208
"ilala_gongolamboto",66,2015,4,28
"ilala_ilala",66,2015,4,22
"ilala_kimanga",66,2015,4,12
"ilala_kinyerezi",66,2015,4,383
"ilala_kipawa",66,2015,4,141
"ilala_kitunda",66,2015,4,1262
"ilala_kivule",66,2015,4,530
"ilala_kiwalani",66,2015,4,83
"ilala_majohe",66,2015,4,161
"ilala_mchikichini",66,2015,4,7
"ilala_msongola",66,2015,4,420
"ilala_pugu",66,2015,4,358
"ilala_segerea",66,2015,4,217
"ilala_tabata",66,2015,4,29
"ilala_ukonga",66,2015,4,45
"ilala_upangamashariki",66,2015,4,10
"ilala_vingunguti",66,2015,4,282
"mtwararural_chawi",68,2015,4,19
"mtwararural_dihimba",68,2015,4,37
"mtwararural_kiromba",68,2015,4,17
"mtwararural_kitaya",68,2015,4,25
"mtwararural_kitere",68,2015,4,26
"mtwararural_kiyanga",68,2015,4,1
"mtwararural_libobe",68,2015,4,39
"mtwararural_madimba",68,2015,4,48
"mtwararural_mahurunga",68,2015,4,29
"mtwararural_mayanga",68,2015,4,57
"mtwararural_mbawala",68,2015,4,50
"mtwararural_mbembaleo",68,2015,4,18
"mtwararural_milangominne",68,2015,4,17
"mtwararural_mnima",68,2015,4,92
"mtwararural_mpapura",68,2015,4,35
"mtwararural_msangamkuu",68,2015,4,14
"mtwararural_mtimbwilimbwi",68,2015,4,39
"mtwararural_mtiniko",68,2015,4,13
"mtwararural_muungano",68,2015,4,16
"mtwararural_namtumbuka",68,2015,4,105
"mtwararural_nanguruwe",68,2015,4,49
"mtwararural_nanyamba",68,2015,4,22
"mtwararural_naumbu",68,2015,4,119
"mtwararural_ndumbwe",68,2015,4,60
"mtwararural_nitekela",68,2015,4,24
"mtwararural_njengwa",68,2015,4,44
"mtwararural_tangazo",68,2015,4,31
"mtwararural_ziwani",68,2015,4,32
"nanyumbu_chipuputa",68,2015,4,42
"nanyumbu_likokona",68,2015,4,57
"nanyumbu_lumesule",68,2015,4,65
"nanyumbu_mangaka",68,2015,4,82
"nanyumbu_maratani",68,2015,4,74
"nanyumbu_masuguru",68,2015,4,51
"nanyumbu_mikangaula",68,2015,4,98
"nanyumbu_mkonona",68,2015,4,58
"nanyumbu_mnanje",68,2015,4,43
"nanyumbu_nandete",68,2015,4,75
"nanyumbu_nangomba",68,2015,4,95
"nanyumbu_nanyumbu",68,2015,4,92
"nanyumbu_napacho",68,2015,4,119
"nanyumbu_sengenya",68,2015,4,163
"newala_chihangu",68,2015,4,42
"newala_chilangala",68,2015,4,73
"newala_chitekete",68,2015,4,8
"newala_chiwonga",68,2015,4,5
"newala_kitangari",68,2015,4,6
"newala_luchindu",68,2015,4,156
"newala_makote",68,2015,4,10
"newala_makukwe",68,2015,4,2
"newala_malatu",68,2015,4,28
"newala_maputi",68,2015,4,8
"newala_mcholii",68,2015,4,13
"newala_mcholiii",68,2015,4,3
"newala_mdimbampelempele",68,2015,4,12
"newala_mkomaii",68,2015,4,41
"newala_mkunya",68,2015,4,17
"newala_mkwedu",68,2015,4,3
"newala_mnekachi",68,2015,4,17
"newala_mnyambe",68,2015,4,174
"newala_mtonya",68,2015,4,31
"newala_mtopwa",68,2015,4,7
"newala_mtunguru",68,2015,4,16
"newala_nambali",68,2015,4,29
"newala_namiyonga",68,2015,4,19
"newala_nandwahi",68,2015,4,2
"newala_nanguruwe",68,2015,4,57
"tandahimba_chaume",68,2015,4,24
"tandahimba_chikongola",68,2015,4,3
"tandahimba_chingungwe",68,2015,4,47
"tandahimba_dinduma",68,2015,4,15
"tandahimba_kitama",68,2015,4,78
"tandahimba_litehu",68,2015,4,38
"tandahimba_luagala",68,2015,4,59
"tandahimba_lukokoda",68,2015,4,6
"tandahimba_lyenje",68,2015,4,28
"tandahimba_mahuta",68,2015,4,1
"tandahimba_maundo",68,2015,4,52
"tandahimba_mchichira",68,2015,4,21
"tandahimba_mdimbamnyoma",68,2015,4,19
"tandahimba_mdumbwe",68,2015,4,25
"tandahimba_michenjele",68,2015,4,50
"tandahimba_mihambwe",68,2015,4,35
"tandahimba_milingodi",68,2015,4,28
"tandahimba_miuta",68,2015,4,23
"tandahimba_mkonjowano",68,2015,4,36
"tandahimba_mkoreha",68,2015,4,1
"tandahimba_mkundi",68,2015,4,12
"tandahimba_mkwiti",68,2015,4,38
"tandahimba_mnyawa",68,2015,4,31
"tandahimba_nambahu",68,2015,4,20
"tandahimba_namikupa",68,2015,4,4
"tandahimba_nanhyanga",68,2015,4,21
"tandahimba_naputa",68,2015,4,4
"tandahimba_ngunja",68,2015,4,72
"tandahimba_tandahimba",68,2015,4,36
"kilwa_chumo",69,2015,4,96
"kilwa_kandawale",69,2015,4,114
"kilwa_kibata",69,2015,4,144
"kilwa_kikole",69,2015,4,38
"kilwa_kinjumbi",69,2015,4,215
"kilwa_kipatimu",69,2015,4,140
"kilwa_kiranjeranje",69,2015,4,469
"kilwa_kivinjesingino",69,2015,4,114
"kilwa_lihimalyao",69,2015,4,51
"kilwa_likawage",69,2015,4,11
"kilwa_mandawa",69,2015,4,162
"kilwa_masoko",69,2015,4,15
"kilwa_miguruwe",69,2015,4,34
"kilwa_mingumbi",69,2015,4,81
"kilwa_miteja",69,2015,4,126
"kilwa_mitole",69,2015,4,39
"kilwa_nanjirinji",69,2015,4,44
"kilwa_njinjo",69,2015,4,47
"kilwa_pandemikoma",69,2015,4,63
"kilwa_tingi",69,2015,4,50
"lindirural_chiponda",69,2015,4,86
"lindirural_kilangala",69,2015,4,33
"lindirural_kilolambwani",69,2015,4,46
"lindirural_kitomanga",69,2015,4,149
"lindirural_kiwalala",69,2015,4,80
"lindirural_kiwawa",69,2015,4,49
"lindirural_longa",69,2015,4,33
"lindirural_majengo",69,2015,4,45
"lindirural_mandwanga",69,2015,4,20
"lindirural_matimba",69,2015,4,38
"lindirural_mchinga",69,2015,4,28
"lindirural_milola",69,2015,4,103
"lindirural_mipingo",69,2015,4,93
"lindirural_mnara",69,2015,4,106
"lindirural_mnolela",69,2015,4,55
"lindirural_mtama",69,2015,4,15
"lindirural_mtua",69,2015,4,9
"lindirural_mtumbya",69,2015,4,52
"lindirural_nachunyu",69,2015,4,31
"lindirural_nahukahuka",69,2015,4,39
"lindirural_namangale",69,2015,4,91
"lindirural_namupa",69,2015,4,75
"lindirural_nangaru",69,2015,4,57
"lindirural_navanga",69,2015,4,19
"lindirural_nyangamara",69,2015,4,41
"lindirural_nyangao",69,2015,4,115
"lindirural_nyengedi",69,2015,4,71
"lindirural_pangatena",69,2015,4,28
"lindirural_rutamba",69,2015,4,74
"lindirural_sudi",69,2015,4,38
"lindiurban_chikonji",69,2015,4,81
"lindiurban_jamhuri",69,2015,4,139
"lindiurban_makonde",69,2015,4,6
"lindiurban_matopeni",69,2015,4,18
"lindiurban_mbanja",69,2015,4,69
"lindiurban_mingoyo",69,2015,4,129
"lindiurban_mitandi",69,2015,4,6
"lindiurban_msinjahili",69,2015,4,104
"lindiurban_mtanda",69,2015,4,108
"lindiurban_mwenge",69,2015,4,26
"lindiurban_nachingwea",69,2015,4,45
"lindiurban_ndoro",69,2015,4,20
"lindiurban_ngapa",69,2015,4,132
"lindiurban_rahaleo",69,2015,4,27
"lindiurban_rasbura",69,2015,4,129
"lindiurban_tandangongoro",69,2015,4,67
"lindiurban_wailes",69,2015,4,22
"liwale_barikiwa",69,2015,4,24
"liwale_kiangara",69,2015,4,44
"liwale_kibutuka",69,2015,4,57
"liwale_kichonda",69,2015,4,20
"liwale_kimambi",69,2015,4,5
"liwale_likongowele",69,2015,4,37
"liwale_lilombe",69,2015,4,19
"liwale_liwaleb",69,2015,4,43
"liwale_liwalemjini",69,2015,4,41
"liwale_makata",69,2015,4,33
"liwale_mangirikiti",69,2015,4,53
"liwale_mbaya",69,2015,4,20
"liwale_mihumo",69,2015,4,24
"liwale_mirui",69,2015,4,22
"liwale_mlembwe",69,2015,4,18
"liwale_mpigamiti",69,2015,4,9
"liwale_nangando",69,2015,4,81
"liwale_nangano",69,2015,4,22
"liwale_ngongowele",69,2015,4,21
"masasi_chigugu",69,2015,4,135
"masasi_chikolopola",69,2015,4,16
"masasi_chiungutwa",69,2015,4,92
"masasi_chiwale",69,2015,4,53
"masasi_chiwata",69,2015,4,54
"masasi_lipumburu",69,2015,4,66
"masasi_lukuledi",69,2015,4,118
"masasi_lulindi",69,2015,4,79
"masasi_mbuyuni",69,2015,4,93
"masasi_mchauru",69,2015,4,159
"masasi_mkululu",69,2015,4,146
"masasi_mkundi",69,2015,4,160
"masasi_mlingula",69,2015,4,66
"masasi_mnavira",69,2015,4,70
"masasi_mpanyani",69,2015,4,23
"masasi_mwena",69,2015,4,343
"masasi_namajani",69,2015,4,50
"masasi_namalenga",69,2015,4,113
"masasi_namatutwe",69,2015,4,116
"masasi_nanganga",69,2015,4,117
"masasi_nanjota",69,2015,4,149
"masasi_sindano",69,2015,4,92
"masasitownshipauthority_jida",69,2015,4,127
"masasitownshipauthority_marika",69,2015,4,294
"masasitownshipauthority_migongo",69,2015,4,152
"masasitownshipauthority_mkomaindo",69,2015,4,152
"masasitownshipauthority_mkuti",69,2015,4,100
"masasitownshipauthority_mpindimbi",69,2015,4,111
"masasitownshipauthority_mtandi",69,2015,4,245
"masasitownshipauthority_mwenge",69,2015,4,154
"masasitownshipauthority_mwengemtapika",69,2015,4,264
"masasitownshipauthority_nyasa",69,2015,4,239
"masasitownshipauthority_sululu",69,2015,4,199
"masasitownshipauthority_temeke",69,2015,4,183
"nachingwea_chiola",69,2015,4,91
"nachingwea_kiegei",69,2015,4,32
"nachingwea_kilimanihewa",69,2015,4,58
"nachingwea_kilimarondo",69,2015,4,36
"nachingwea_kiparamnero",69,2015,4,42
"nachingwea_lionja",69,2015,4,149
"nachingwea_marambo",69,2015,4,140
"nachingwea_matekwe",69,2015,4,23
"nachingwea_mbondo",69,2015,4,125
"nachingwea_mkoka",69,2015,4,82
"nachingwea_mkotokuyana",69,2015,4,31
"nachingwea_mneromiembeni",69,2015,4,143
"nachingwea_mnerongongo",69,2015,4,206
"nachingwea_mpiruka",69,2015,4,92
"nachingwea_mtua",69,2015,4,153
"nachingwea_naipanga",69,2015,4,42
"nachingwea_naipingo",69,2015,4,175
"nachingwea_namapwia",69,2015,4,44
"nachingwea_namatula",69,2015,4,78
"nachingwea_nambambo",69,2015,4,288
"nachingwea_namikango",69,2015,4,78
"nachingwea_nangowe",69,2015,4,138
"nachingwea_nditi",69,2015,4,65
"nachingwea_ndomoni",69,2015,4,30
"nachingwea_ruponda",69,2015,4,156
"nachingwea_stesheni",69,2015,4,121
"ruangwa_chibula",69,2015,4,41
"ruangwa_chienjele",69,2015,4,147
"ruangwa_chinongwe",69,2015,4,119
"ruangwa_chunyu",69,2015,4,31
"ruangwa_likunja",69,2015,4,95
"ruangwa_luchelegwa",69,2015,4,58
"ruangwa_makanjiro",69,2015,4,23
"ruangwa_malolo",69,2015,4,135
"ruangwa_mandarawe",69,2015,4,16
"ruangwa_mandawa",69,2015,4,76
"ruangwa_matambarale",69,2015,4,102
"ruangwa_mbekenyera",69,2015,4,99
"ruangwa_mnacho",69,2015,4,96
"ruangwa_nachingwea",69,2015,4,43
"ruangwa_nambilanje",69,2015,4,37
"ruangwa_namichiga",69,2015,4,20
"ruangwa_nandagala",69,2015,4,42
"ruangwa_nanganga",69,2015,4,44
"ruangwa_narungombe",69,2015,4,86
"ruangwa_nkowe",69,2015,4,43
"ruangwa_ruangwa",69,2015,4,56
"mtwaraurban_chikongola",70,2015,4,7
"mtwaraurban_chuno",70,2015,4,104
"mtwaraurban_jangwani",70,2015,4,24
"mtwaraurban_likombe",70,2015,4,54
"mtwaraurban_mitengo",70,2015,4,19
"mtwaraurban_naliendele",70,2015,4,37
"mtwaraurban_rahaleo",70,2015,4,9
"mtwaraurban_railway",70,2015,4,16
"mtwaraurban_shangani",70,2015,4,129
"mtwaraurban_ufukoni",70,2015,4,115
"mtwaraurban_vigaeni",70,2015,4,11
"kibaha_bokomnemela",83,2016,5,261
"kibaha_dutumi",83,2016,5,296
"kibaha_gwata",83,2016,5,434
"kibaha_janga",83,2016,5,372
"kibaha_kikongo",83,2016,5,223
"kibaha_kilangalanga",83,2016,5,373
"kibaha_kwala",83,2016,5,493
"kibaha_magindu",83,2016,5,509
"kibaha_mlandizi",83,2016,5,677
"kibaha_ruvu",83,2016,5,485
"kibaha_soga",83,2016,5,221
"kilombero_chisano",83,2016,5,299
"kilombero_chita",83,2016,5,935
"kilombero_idete",83,2016,5,929
"kilombero_ifakara",83,2016,5,523
"kilombero_kibaoni",83,2016,5,1235
"kilombero_kiberege",83,2016,5,576
"kilombero_kidatu",83,2016,5,379
"kilombero_kisawasawa",83,2016,5,266
"kilombero_lumemo",83,2016,5,754
"kilombero_mangula",83,2016,5,380
"kilombero_masagati",83,2016,5,162
"kilombero_mbingu",83,2016,5,884
"kilombero_mchombe",83,2016,5,1481
"kilombero_mkula",83,2016,5,108
"kilombero_mlimba",83,2016,5,2029
"kilombero_mofu",83,2016,5,354
"kilombero_sanje",83,2016,5,155
"kilombero_uchindile",83,2016,5,254
"kilombero_utengule",83,2016,5,705
"kilwa_chumo",83,2016,5,111
"kilwa_kandawale",83,2016,5,41
"kilwa_kibata",83,2016,5,116
"kilwa_kikole",83,2016,5,60
"kilwa_kinjumbi",83,2016,5,209
"kilwa_kipatimu",83,2016,5,225
"kilwa_kiranjeranje",83,2016,5,609
"kilwa_kivinjesingino",83,2016,5,234
"kilwa_lihimalyao",83,2016,5,84
"kilwa_mandawa",83,2016,5,240
"kilwa_masoko",83,2016,5,56
"kilwa_miguruwe",83,2016,5,55
"kilwa_mingumbi",83,2016,5,72
"kilwa_miteja",83,2016,5,149
"kilwa_mitole",83,2016,5,34
"kilwa_nanjirinji",83,2016,5,164
"kilwa_njinjo",83,2016,5,29
"kilwa_tingi",83,2016,5,158
"kinondoni_bunju",83,2016,5,192
"kinondoni_goba",83,2016,5,157
"kinondoni_kawe",83,2016,5,89
"kinondoni_kibamba",83,2016,5,382
"kinondoni_kimara",83,2016,5,366
"kinondoni_kunduchi",83,2016,5,46
"kinondoni_kwembe",83,2016,5,211
"kinondoni_mabwepande",83,2016,5,211
"kinondoni_makongo",83,2016,5,59
"kinondoni_makuburi",83,2016,5,122
"kinondoni_makumbusho",83,2016,5,75
"kinondoni_mbezi",83,2016,5,436
"kinondoni_mbezijuu",83,2016,5,120
"kinondoni_mbweni",83,2016,5,52
"kinondoni_mikocheni",83,2016,5,106
"kinondoni_msasani",83,2016,5,58
"kinondoni_msigani",83,2016,5,179
"kinondoni_mwananyamala",83,2016,5,151
"kinondoni_saranga",83,2016,5,109
"kinondoni_ubungo",83,2016,5,133
"kinondoni_wazo",83,2016,5,167
"kisarawe_cholesamvula",83,2016,5,156
"kisarawe_kibuta",83,2016,5,236
"kisarawe_kiluvya",83,2016,5,376
"kisarawe_kisarawe",83,2016,5,296
"kisarawe_kurui",83,2016,5,162
"kisarawe_mafizi",83,2016,5,272
"kisarawe_maneromango",83,2016,5,246
"kisarawe_marui",83,2016,5,247
"kisarawe_marumbo",83,2016,5,164
"kisarawe_masaki",83,2016,5,171
"kisarawe_msanga",83,2016,5,147
"kisarawe_msimbu",83,2016,5,365
"kisarawe_mzenga",83,2016,5,136
"kisarawe_vihingo",83,2016,5,89
"kisarawe_vikumbulu",83,2016,5,53
"lindirural_chiponda",83,2016,5,88
"lindirural_kilangala",83,2016,5,40
"lindirural_kilolambwani",83,2016,5,62
"lindirural_kitomanga",83,2016,5,106
"lindirural_kiwalala",83,2016,5,36
"lindirural_kiwawa",83,2016,5,37
"lindirural_longa",83,2016,5,29
"lindirural_majengo",83,2016,5,51
"lindirural_mandwanga",83,2016,5,49
"lindirural_matimba",83,2016,5,62
"lindirural_mchinga",83,2016,5,32
"lindirural_milola",83,2016,5,85
"lindirural_mipingo",83,2016,5,70
"lindirural_mnara",83,2016,5,99
"lindirural_mnolela",83,2016,5,71
"lindirural_mtama",83,2016,5,33
"lindirural_mtua",83,2016,5,24
"lindirural_mtumbya",83,2016,5,36
"lindirural_nachunyu",83,2016,5,67
"lindirural_nahukahuka",83,2016,5,51
"lindirural_namangale",83,2016,5,55
"lindirural_namupa",83,2016,5,71
"lindirural_nangaru",83,2016,5,41
"lindirural_navanga",83,2016,5,8
"lindirural_nyangamara",83,2016,5,42
"lindirural_nyangao",83,2016,5,80
"lindirural_nyengedi",83,2016,5,42
"lindirural_pangatena",83,2016,5,23
"lindirural_rutamba",83,2016,5,90
"lindirural_sudi",83,2016,5,60
"lindiurban_chikonji",83,2016,5,59
"lindiurban_jamhuri",83,2016,5,86
"lindiurban_makonde",83,2016,5,8
"lindiurban_matopeni",83,2016,5,14
"lindiurban_mbanja",83,2016,5,62
"lindiurban_mikumbi",83,2016,5,5
"lindiurban_mingoyo",83,2016,5,79
"lindiurban_mitandi",83,2016,5,2
"lindiurban_msinjahili",83,2016,5,124
"lindiurban_mtanda",83,2016,5,139
"lindiurban_mwenge",83,2016,5,25
"lindiurban_nachingwea",83,2016,5,24
"lindiurban_ndoro",83,2016,5,11
"lindiurban_ngapa",83,2016,5,186
"lindiurban_rahaleo",83,2016,5,1
"lindiurban_rasbura",83,2016,5,109
"lindiurban_tandangongoro",83,2016,5,103
"lindiurban_wailes",83,2016,5,34
"liwale_barikiwa",83,2016,5,25
"liwale_kiangara",83,2016,5,30
"liwale_kibutuka",83,2016,5,51
"liwale_kichonda",83,2016,5,15
"liwale_kimambi",83,2016,5,7
"liwale_likongowele",83,2016,5,36
"liwale_lilombe",83,2016,5,10
"liwale_liwaleb",83,2016,5,15
"liwale_liwalemjini",83,2016,5,34
"liwale_makata",83,2016,5,34
"liwale_mangirikiti",83,2016,5,12
"liwale_mbaya",83,2016,5,34
"liwale_mihumo",83,2016,5,7
"liwale_mirui",83,2016,5,12
"liwale_mkutano",83,2016,5,14
"liwale_mlembwe",83,2016,5,4
"liwale_mpigamiti",83,2016,5,24
"liwale_nangando",83,2016,5,32
"liwale_nangano",83,2016,5,23
"liwale_ngongowele",83,2016,5,12
"masasi_chigugu",83,2016,5,130
"masasi_chikolopola",83,2016,5,2
"masasi_chiungutwa",83,2016,5,130
"masasi_chiwale",83,2016,5,31
"masasi_chiwata",83,2016,5,45
"masasi_lipumburu",83,2016,5,129
"masasi_lukuledi",83,2016,5,192
"masasi_lulindi",83,2016,5,37
"masasi_mbuyuni",83,2016,5,18
"masasi_mchauru",83,2016,5,126
"masasi_mkululu",83,2016,5,12
"masasi_mkundi",83,2016,5,39
"masasi_mlingula",83,2016,5,86
"masasi_mnavira",83,2016,5,18
"masasi_mpanyani",83,2016,5,38
"masasi_mwena",83,2016,5,453
"masasi_namajani",83,2016,5,119
"masasi_namalenga",83,2016,5,74
"masasi_namatutwe",83,2016,5,101
"masasi_nanganga",83,2016,5,107
"masasi_nanjota",83,2016,5,36
"masasi_sindano",83,2016,5,14
"masasitownshipauthority_jida",83,2016,5,16
"masasitownshipauthority_marika",83,2016,5,146
"masasitownshipauthority_migongo",83,2016,5,41
"masasitownshipauthority_mkomaindo",83,2016,5,30
"masasitownshipauthority_mpindimbi",83,2016,5,235
"masasitownshipauthority_mtandi",83,2016,5,107
"masasitownshipauthority_mwenge",83,2016,5,78
"masasitownshipauthority_mwengemtapika",83,2016,5,39
"masasitownshipauthority_nyasa",83,2016,5,71
"masasitownshipauthority_sululu",83,2016,5,69
"masasitownshipauthority_temeke",83,2016,5,42
"morogoro_bungu",83,2016,5,70
"morogoro_bwakilachini",83,2016,5,446
"morogoro_bwakilajuu",83,2016,5,91
"morogoro_gwata",83,2016,5,374
"morogoro_kasanga",83,2016,5,134
"morogoro_kibogwa",83,2016,5,74
"morogoro_kibungojuu",83,2016,5,99
"morogoro_kidugalo",83,2016,5,402
"morogoro_kinole",83,2016,5,99
"morogoro_kiroka",83,2016,5,247
"morogoro_kisaki",83,2016,5,387
"morogoro_kisemu",83,2016,5,113
"morogoro_kolero",83,2016,5,171
"morogoro_konde",83,2016,5,95
"morogoro_lundi",83,2016,5,328
"morogoro_matuli",83,2016,5,331
"morogoro_mikese",83,2016,5,290
"morogoro_mkambarani",83,2016,5,311
"morogoro_mkulazi",83,2016,5,224
"morogoro_mkuyuni",83,2016,5,161
"morogoro_mngazi",83,2016,5,427
"morogoro_mtombozi",83,2016,5,189
"morogoro_mvuha",83,2016,5,384
"morogoro_ngerengere",83,2016,5,451
"morogoro_selembala",83,2016,5,171
"morogoro_singisa",83,2016,5,125
"morogoro_tawa",83,2016,5,54
"morogoro_tegetero",83,2016,5,86
"morogoro_tununguo",83,2016,5,295
"morogorourban_bigwa",83,2016,5,549
"morogorourban_boma",83,2016,5,362
"morogorourban_kichangani",83,2016,5,395
"morogorourban_kihonda",83,2016,5,1556
"morogorourban_kilakala",83,2016,5,476
"morogorourban_kingo",83,2016,5,457
"morogorourban_kingolwira",83,2016,5,860
"morogorourban_kiwanjachandege",83,2016,5,198
"morogorourban_mafiga",83,2016,5,413
"morogorourban_mazimbu",83,2016,5,1142
"morogorourban_mbuyuni",83,2016,5,186
"morogorourban_mjimkuu",83,2016,5,34
"morogorourban_mjimpya",83,2016,5,60
"morogorourban_mlimani",83,2016,5,273
"morogorourban_mwembesongo",83,2016,5,477
"morogorourban_mzinga",83,2016,5,421
"morogorourban_sabasaba",83,2016,5,181
"morogorourban_sultanarea",83,2016,5,23
"morogorourban_uwanjawataifa",83,2016,5,50
"mtwararural_chawi",83,2016,5,42
"mtwararural_dihimba",83,2016,5,30
"mtwararural_kiromba",83,2016,5,28
"mtwararural_kitaya",83,2016,5,27
"mtwararural_kitere",83,2016,5,28
"mtwararural_kiyanga",83,2016,5,8
"mtwararural_libobe",83,2016,5,32
"mtwararural_madimba",83,2016,5,49
"mtwararural_mahurunga",83,2016,5,44
"mtwararural_mayanga",83,2016,5,67
"mtwararural_mbawala",83,2016,5,83
"mtwararural_mbembaleo",83,2016,5,17
"mtwararural_milangominne",83,2016,5,16
"mtwararural_mnima",83,2016,5,48
"mtwararural_mpapura",83,2016,5,35
"mtwararural_msangamkuu",83,2016,5,1
"mtwararural_mtimbwilimbwi",83,2016,5,24
"mtwararural_mtiniko",83,2016,5,14
"mtwararural_muungano",83,2016,5,12
"mtwararural_namtumbuka",83,2016,5,23
"mtwararural_nanguruwe",83,2016,5,17
"mtwararural_nanyamba",83,2016,5,2
"mtwararural_naumbu",83,2016,5,63
"mtwararural_ndumbwe",83,2016,5,25
"mtwararural_nitekela",83,2016,5,22
"mtwararural_njengwa",83,2016,5,33
"mtwararural_tangazo",83,2016,5,30
"mtwararural_ziwani",83,2016,5,49
"mtwaraurban_chikongola",83,2016,5,18
"mtwaraurban_chuno",83,2016,5,62
"mtwaraurban_jangwani",83,2016,5,19
"mtwaraurban_likombe",83,2016,5,71
"mtwaraurban_mitengo",83,2016,5,52
"mtwaraurban_naliendele",83,2016,5,69
"mtwaraurban_rahaleo",83,2016,5,2
"mtwaraurban_railway",83,2016,5,8
"mtwaraurban_shangani",83,2016,5,118
"mtwaraurban_ufukoni",83,2016,5,146
"nachingwea_chiola",83,2016,5,88
"nachingwea_kiegei",83,2016,5,26
"nachingwea_kilimanihewa",83,2016,5,67
"nachingwea_kilimarondo",83,2016,5,61
"nachingwea_kiparamnero",83,2016,5,46
"nachingwea_lionja",83,2016,5,115
"nachingwea_marambo",83,2016,5,96
"nachingwea_matekwe",83,2016,5,35
"nachingwea_mbondo",83,2016,5,137
"nachingwea_mkoka",83,2016,5,94
"nachingwea_mkotokuyana",83,2016,5,38
"nachingwea_mneromiembeni",83,2016,5,149
"nachingwea_mnerongongo",83,2016,5,108
"nachingwea_mpiruka",83,2016,5,90
"nachingwea_mtua",83,2016,5,180
"nachingwea_naipanga",83,2016,5,43
"nachingwea_naipingo",83,2016,5,135
"nachingwea_namapwia",83,2016,5,37
"nachingwea_namatula",83,2016,5,28
"nachingwea_nambambo",83,2016,5,210
"nachingwea_namikango",83,2016,5,75
"nachingwea_nangowe",83,2016,5,139
"nachingwea_nditi",83,2016,5,61
"nachingwea_ndomoni",83,2016,5,44
"nachingwea_ruponda",83,2016,5,148
"nachingwea_stesheni",83,2016,5,110
"nanyumbu_chipuputa",83,2016,5,53
"nanyumbu_likokona",83,2016,5,50
"nanyumbu_lumesule",83,2016,5,64
"nanyumbu_mangaka",83,2016,5,84
"nanyumbu_maratani",83,2016,5,54
"nanyumbu_masuguru",83,2016,5,66
"nanyumbu_mikangaula",83,2016,5,105
